Taxon,Species,Genes,12S,16S,AMEL,BDNF,BMP2,CMOS,COI,CYTB,ND1,ND2,ND4,NT3,PDC,PRLR,R35,RAG1,RAG2
Serpentes,Eryx johnii,5,,,,DQ465576,,AY099975,,U69823,,,,DQ465575,,,,DQ465577,
Serpentes,Eryx miliaris,10,AF544746,AF544818,FJ434056,FJ433977,,AF544683,,U69824,,,AF302942,,,,FJ433931,AY487393,FJ433907
Serpentes,Eryx muelleri,6,,,,KF811065,KF811082,KF811101,,KF811116,,,,KF811134,,,,KF811164,
Serpentes,Eryx somalicus,0,,,,,,,,,,,,,,,,,
Serpentes,Eryx tataricus,6,AF236681,,,,KF811083,AF435018,,U69830,,,,KF811135,,,,KF811165,
Serpentes,Eryx whitakeri,0,,,,,,,,,,,,,,,,,
Serpentes,Etheridgeum pulchrum,0,,,,,,,,,,,,,,,,,
Serpentes,Eunectes beniensis,0,,,,,,,,,,,,,,,,,
Serpentes,Eunectes deschauenseei,0,,,,,,,,,,,,,,,,,
Serpentes,Eunectes murinus,8,JX576166,,,JX576173,KC330107,HQ399537,,U69808,,,KC329977,HQ399527,,,,HQ399517,
Serpentes,Eunectes notaeus,12,AM236347,AM236347,,AY988029,KC330108,HQ399536,AM236347,AM236347,AM236347,AM236347,AM236347,HQ399526,,,,HQ399516,
Serpentes,Euprepiophis conspicillata,7,AY122774,,,,,DQ902065,AY122690,DQ902106,DQ902154,DQ902213,DQ902286,,,,,,
Serpentes,Euprepiophis mandarinus,7,AF236670,,,,,DQ902073,KF698942,DQ902115,DQ902162,DQ902222,DQ902294,,,,,,
Serpentes,Euprepiophis perlacea,7,KF750656,KF750656,,,,,NC_024546,KF750656,KF750656,KF750656,KF750656,,,,,,
Serpentes,Eutrachelophis bassleri,0,,,,,,,,,,,,,,,,,
Serpentes,Eutrachelophis steinbachi,0,,,,,,,,,,,,,,,,,
Serpentes,Exiliboa placata,10,AF512742,AF512742,,AY988034,EU402695,AY099973,,AY099989,,,,AY988051,,JN880836,JN703061,EU402846,
Serpentes,Farancia abacura,9,KR814628,KR814639,,,,KR814674,GQ278934,KR814694,DQ902166,DQ902239,KR814705,,,,,KR814740,
Serpentes,Farancia erytrogramma,4,AY577017,AY577026,,,,KP765647,,KP765663,,,,,,,,,
Serpentes,Ferania sieboldii,0,,,,,,,,,,,,,,,,,
Serpentes,Ficimia hardyi,0,,,,,,,,,,,,,,,,,
Serpentes,Ficimia olivacea,0,,,,,,,,,,,,,,,,,
Serpentes,Ficimia publia,0,,,,,,,,,,,,,,,,,
Serpentes,Ficimia ramirezi,0,,,,,,,,,,,,,,,,,
Serpentes,Ficimia ruspator,0,,,,,,,,,,,,,,,,,
Serpentes,Ficimia streckeri,1,,,,,,GQ927314,,,,,,,,,,,
Serpentes,Ficimia variegata,0,,,,,,,,,,,,,,,,,
Serpentes,Fimbrios klossi,1,,,,,,,KP410745,,,,,,,,,,
Serpentes,Fimbrios smithi,0,,,,,,,,,,,,,,,,,
Serpentes,Fordonia leucobalia,4,EF395889,EF395866,,,,EF395938,,EF395915,,,,,,,,,
Serpentes,Furina barnardi,0,,,,,,,,,,,,,,,,,
Serpentes,Furina diadema,6,EU547102,EU547151,,,,EU546917,,EU547053,,,EU547008,,,,,EU546878,
Serpentes,Furina dunmalli,0,,,,,,,,,,,,,,,,,
Serpentes,Furina ornata,6,EU547103,KF736324,,,,EU546918,,EU547054,,,EU547009,,,,,EU546879,
Serpentes,Furina tristis,0,,,,,,,,,,,,,,,,,
Serpentes,Garthius chaseni,4,AY352791,AY352729,,,,,,AY352760,,,AY352825,,,,,,
Serpentes,Geagras redimitus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis anocularis,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis bellus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis betaniensis,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis bicolor,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis blanchardi,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis brachycephalus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis cancellatus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis carinosus,2,,,,,,GQ895815,,GQ895872,,,,,,,,,
Serpentes,Geophis chalybeus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis championi,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis damiani,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis downsi,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis dubius,1,,,,,,,,KC917319,,,,,,,,,
Serpentes,Geophis duellmani,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis dugesii,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis dunni,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis fulvoguttatus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis godmani,4,JQ598814,JQ598877,,JQ599026,,,,JQ598932,,,,,,,,,
Serpentes,Geophis hoffmanni,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis immaculatus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis incomptus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis isthmicus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis juarezi,1,,,,,,,,KC917315,,,,,,,,,
Serpentes,Geophis juliai,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis laticinctus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis laticollaris,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis latifrontalis,1,,,,,,,,KC917322,,,,,,,,,
Serpentes,Geophis maculiferus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis mutitorques,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis nasalis,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis nephodrymus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis nigroalbus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis nigrocinctus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis occabus,1,,,,,,,,KC917323,,,,,,,,,
Serpentes,Geophis omiltemanus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis petersii,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis pyburni,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis rhodogaster,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis rostralis,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis russatus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis ruthveni,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis sallaei,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis semidoliatus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis sieboldi,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis talamancae,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis tarascae,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis tectus,0,,,,,,,,,,,,,,,,,
Serpentes,Geophis turbidus,1,,,,,,,,KC917321,,,,,,,,,
Serpentes,Geophis zeledoni,0,,,,,,,,,,,,,,,,,
Serpentes,Gerarda prevostiana,4,EF395891,EF395867,,,,EF395939,,EF395916,,,,,,,,,
Serpentes,Gerrhopilus andamanensis,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus ater,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus beddomii,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus bisubocularis,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus ceylonicus,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus depressiceps,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus floweri,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus fredparkeri,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus hades,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus hedraeus,5,,,GU902315,GU902392,GU902472,,,,,,,GU902565,,,,GU902642,
Serpentes,Gerrhopilus inornatus,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus manilae,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus mcdowelli,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus mirus,12,AM236345,AM236345,GU902317,GU902394,GU902474,,AM236345,AM236345,AM236345,,AM236345,GU902566,,JQ910411,,GU902644,
Serpentes,Gerrhopilus oligolepis,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus thurstoni,0,,,,,,,,,,,,,,,,,
Serpentes,Gerrhopilus tindalli,0,,,,,,,,,,,,,,,,,
Serpentes,Gloydius blomhoffii,4,AY352780,AY352719,,,,,,JF357942,,,U41867,,,,,,
Serpentes,Gloydius brevicaudus,8,NC_011390,NC_011390,,,,JF827697,JQ798885,NC_011390,NC_011390,DQ839399,EU913477,,,,,,
Serpentes,Gloydius halys,6,AF057191,AF057238,,,,,,AY223564,,AY662540,JQ356856,,,,,AY662614,
Serpentes,Gloydius himalayanus,0,,,,,,,,,,,,,,,,,
Serpentes,Gloydius intermedius,8,JN870184,JN870194,,,,JQ687513,NC_025560,JQ687494,KM186844,NC_025560,U41869,,,,,,
Serpentes,Gloydius lijianlii,0,,,,,,,,,,,,,,,,,
Serpentes,Gloydius liupanensis,3,,,,,,JQ687512,,JQ687493,,,JQ687472,,,,,,
Serpentes,Gloydius monticola,0,,,,,,,,,,,,,,,,,
Serpentes,Gloydius saxatilis,8,EF012808,JN870195,,,,JQ687521,JQ798882,JQ687489,KM434236,NC_025666,JN870210,,,,,,
Serpentes,Gloydius shedaoensis,5,EF012812,AF057241,,,,JQ687519,,JQ687498,,,AY223623,,,,,,
Serpentes,Gloydius strauchi,5,EF012814,AF057239,,,,JQ687509,,JQ687490,,,AY223620,,,,,,
Serpentes,Gloydius tsushimaensis,4,JN870186,JN870196,,,,,,JN870203,,,JN870211,,,,,,
Serpentes,Gloydius ussuriensis,8,EF012818,AF057240,,,,JQ687520,JQ798887,JQ687503,NC_026553,KP262412,HQ528433,,,,,,
Serpentes,Gomesophis brasiliensis,2,GQ457796,GQ457737,,,,,,,,,,,,,,,
Serpentes,Gongylosoma baliodeirus,0,,,,,,,,,,,,,,,,,
Serpentes,Gongylosoma longicauda,0,,,,,,,,,,,,,,,,,
Serpentes,Gongylosoma mukutense,0,,,,,,,,,,,,,,,,,
Serpentes,Gongylosoma nicobariensis,0,,,,,,,,,,,,,,,,,
Serpentes,Gongylosoma scripta,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis brussauxi,6,FJ404156,AY611861,,,,AY611952,,AY612043,,,FJ404358,,,,,,FJ404430
Serpentes,Gonionotophis capensis,11,AF544769,AF544798,EF144009,FJ433995,,AF544703,,HQ207116,,,HQ207158,FJ434096,,,EF144079,AY487379,EF144106
Serpentes,Gonionotophis chanleri,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis crossi,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis egbensis,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis gabouensis,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis grantii,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis guirali,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis klingi,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis laurenti,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis nyassae,6,FJ404182,AY611896,,,,AY611987,,AY612078,,,HQ207150,,,,,,FJ404453
Serpentes,Gonionotophis poensis,6,FJ404183,AY611863,,,,AY611954,,AY612045,,,FJ404380,,,,,,FJ404454
Serpentes,Gonionotophis savorgnani,0,,,,,,,,,,,,,,,,,
Serpentes,Gonionotophis stenophthalmus,6,FJ404185,AY611835,,,,AY611927,,AY612018,,,FJ404382,,,,,,FJ404456
Serpentes,Gonionotophis vernayi,0,,,,,,,,,,,,,,,,,
Serpentes,Gonyosoma boulengeri,3,,,,,,AF471153,,AF471053,,,,,,,,KM870899,
Serpentes,Gonyosoma frenatus,8,AY122777,,,,,DQ902069,AY122693,DQ902110,DQ902158,DQ902217,DQ902290,,,,,KM870897,
Serpentes,Gonyosoma jansenii,7,AY122671,,,,,DQ902100,AY122653,DQ902113,DQ902175,DQ902220,DQ902313,,,,,,
Serpentes,Gonyosoma margaritatus,3,,,,,,KM870886,,KM870891,,,,,,,,KM870896,
Serpentes,Gonyosoma oxycephalum,8,AY122679,Z46490,,,,KC010302,AY122661,AF471084,DQ902184,DQ902241,DQ902309,,,,,,
Serpentes,Gonyosoma prasinus,7,AY122792,,,,,DQ902077,AY122708,DQ902119,DQ902179,DQ902227,DQ902299,,,,,,
Serpentes,Grayia caesar,0,,,,,,,,,,,,,,,,,
Serpentes,Grayia ornata,10,AF158434,AF158503,EF144014,FJ434002,,AF544684,,,,,AF544663,FJ434103,,,EF144086,EF144091,EF144113
Serpentes,Grayia smithii,2,,,,,,DQ112080,,DQ112077,,,,,,,,,
Serpentes,Grayia tholloni,3,,,,,,DQ486175,,DQ486351,,,DQ486326,,,,,,
Serpentes,Grypotyphlops acutus,0,,,,,,,,,,,,,,,,,
Serpentes,Gyalopion canum,6,KR814624,KR814641,,,,KR814676,,KR814701,,,KR814706,,,,,KR814729,
Serpentes,Gyalopion quadrangulare,0,,,,,,,,,,,,,,,,,
Serpentes,Gyiophis maculosa,0,,,,,,,,,,,,,,,,,
Serpentes,Gyiophis vorisi,0,,,,,,,,,,,,,,,,,
Serpentes,Haitiophis anomalus,2,FJ666091,FJ666092,,,,,,,,,,,,,,,
Serpentes,Hapsidophrys lineatus,2,,AY611873,,,,,,AY612055,,,,,,,,,
Serpentes,Hapsidophrys principis,2,,FJ913481,,,,,,FJ913493,,,,,,,,,
Serpentes,Hapsidophrys smaragdina,10,AF158435,AY611875,EF144015,FJ434003,,DQ112078,,AY612057,,,,FJ434104,,,EF144087,AY487381,EF144114
Serpentes,Hebius andreae,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius arquus,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius atemporale,4,,,,,,KJ685630,,KJ685680,,,,KJ685732,,,,KJ685572,
Serpentes,Hebius beddomei,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius bitaeniatum,4,,,,,,KJ685616,,KJ685667,,,,KJ685717,,,,KJ685560,
Serpentes,Hebius boulengeri,4,,,,,,KJ685634,,KJ685684,,,,KJ685736,,,,KJ685576,
Serpentes,Hebius celebicum,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius concelarum,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius craspedogaster,6,,,,,,JQ687443,,JQ687429,,JQ687459,JQ687412,KJ685723,,,,KJ685565,
Serpentes,Hebius deschauenseei,4,,,,,,KJ685614,,KJ685665,,,,KJ685715,,,,KJ685558,
Serpentes,Hebius flavifrons,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius frenatum,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius groundwateri,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius inas,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius ishigakiense,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius johannis,4,,,,,,KJ685628,,KJ685678,,,,KJ685731,,,,KJ685571,
Serpentes,Hebius kerinciense,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius khasiense,4,,,,,,KJ685612,,KJ685663,,,,KJ685713,,,,KJ685556,
Serpentes,Hebius leucomystax,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius metusium,4,,,,,,KJ685632,,KJ685682,,,,KJ685734,,,,KJ685574,
Serpentes,Hebius miyajimae,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius modestum,4,,,,,,KJ685620,,KJ685671,,,,KJ685721,,,,KJ685564,
Serpentes,Hebius monticola,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius nicobariense,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius octolineatum,3,,,,,,KJ685623,,KJ685673,,,,KJ685724,,,,,
Serpentes,Hebius optatum,4,,,,,,KJ685611,,KJ685662,,,,KJ685712,,,,KJ685555,
Serpentes,Hebius parallelum,4,,,,,,KJ685615,,KJ685666,,,,KJ685716,,,,KJ685559,
Serpentes,Hebius pealii,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius petersii,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius popei,4,,,,,,KJ685642,,KJ685692,,,,KJ685744,,,,KJ685584,
Serpentes,Hebius pryeri,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius sanguineum,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius sarasinorum,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius sarawacense,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius sauteri,6,AF402622,,,,,KJ685646,,AF402905,,AF384824,,KJ685748,,,,KJ685592,
Serpentes,Hebius taronense,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius venningi,4,,,,,,KJ685619,,KJ685670,,,,KJ685720,,,,KJ685563,
Serpentes,Hebius vibakari,10,KP684155,KP684155,,,,KJ685626,KP684155,KP684155,KP684155,KP684155,KP684155,KJ685728,,,,KJ685567,
Serpentes,Hebius viperinum,0,,,,,,,,,,,,,,,,,
Serpentes,Hebius xenura,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops angulatus,7,GQ457797,GQ457738,,JQ599027,,AF471160,,AF471037,,FJ416751,,,,,,,FJ416824
Serpentes,Helicops apiaka,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops carinicaudus,2,JQ598815,,,,,JQ598984,,,,,,,,,,,
Serpentes,Helicops danieli,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops gomesi,3,GQ457798,GQ457739,,,,GQ457858,,,,,,,,,,,
Serpentes,Helicops hagmanni,3,JQ598816,JQ598878,,,,JQ598985,,,,,,,,,,,
Serpentes,Helicops infrataeniatus,4,GQ457799,GQ457740,,,,GQ457859,,JQ598933,,,,,,,,,
Serpentes,Helicops leopardinus,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops modestus,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops pastazae,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops petersi,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops polylepis,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops scalaris,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops tapajonicus,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops trivittatus,0,,,,,,,,,,,,,,,,,
Serpentes,Helicops yacu,0,,,,,,,,,,,,,,,,,
Serpentes,Helminthophis flavoterminatus,0,,,,,,,,,,,,,,,,,
Serpentes,Helminthophis frontalis,0,,,,,,,,,,,,,,,,,
Serpentes,Helminthophis praeocularis,0,,,,,,,,,,,,,,,,,
Serpentes,Helophis schoutedeni,0,,,,,,,,,,,,,,,,,
Serpentes,Hemachatus haemachatus,2,U96797,,,,,,,AF217821,,,,,,,,,
Serpentes,Hemerophis socotrae,8,AY039140,AY188083,,,,AY188003,AY039178,AY188042,AY486977,AY487016,AY487055,,,,,,
Serpentes,Hemiaspis damelii,7,EU547122,EU547171,,,,FJ587161,,EU547073,,,EU547025,,,FJ587130,,EU546896,
Serpentes,Hemiaspis signata,6,EU547123,EU547172,,,,FJ587162,,EU547074,,,EU547026,,,,,EU546897,
Serpentes,Hemibungarus calligaster,3,,,,,,EF137419,,EF137411,,,EF137403,,,,,,
Serpentes,Hemirhagerrhis hildebrandtii,6,FJ404134,FJ404214,,,,FJ387214,,DQ486418,,,DQ486255,,,,,,FJ404409
Serpentes,Hemirhagerrhis kelleri,3,,,,,,DQ486159,,DQ486335,,,DQ486211,,,,,,
Serpentes,Hemirhagerrhis nototaenia,0,,,,,,,,,,,,,,,,,
Serpentes,Hemirhagerrhis viperina,2,,,,,,,,DQ486453,,,DQ486289,,,,,,
Serpentes,Hemorrhois algirus,8,AY039149,AY643349,,,,AY486935,AY039187,AY486911,AY486959,AY486998,AY487037,,,,,,
Serpentes,Hemorrhois hippocrepis,8,AY039158,AY643350,,,,AY486940,AY039196,AY486916,AY486967,AY487006,AY487045,,,,,,
Serpentes,Hemorrhois nummifer,8,AY039163,AY376771,,,,AY376800,AY039201,AY376742,AY486971,AY487010,AY487049,,,,,,
Serpentes,Hemorrhois ravergieri,7,AY039155,,,,,AY486944,AY039193,AY486920,AY486972,AY487011,AY487050,,,,,,
Serpentes,Herpetoreas burbrinki,4,,,,,,GQ281781,,JQ687443,,,,KJ685761,,,,KJ685599,
Serpentes,Herpetoreas platyceps,4,,,,,,KJ685640,,KJ685690,,,,KJ685742,,,,KJ685582,
Serpentes,Herpetoreas sieboldii,0,,,,,,,,,,,,,,,,,
Serpentes,Heterodon gloydi,0,,,,,,,,,,,,,,,,,
Serpentes,Heterodon kennerlyi,0,,,,,,,,,,,,,,,,,
Serpentes,Heterodon nasicus,4,GQ457801,AY577027,,,,GQ457861,,KP765664,,,,,,,,,
Serpentes,Heterodon platirhinos,11,AY577019,AY577028,,JQ599028,EU402696,JQ598986,,GU112412,,FJ416750,AF402659,,,JN880843,JN703080,,FJ416823
Serpentes,Heterodon simus,7,AY577020,AY577029,,,,AF471142,,AF217840,DQ902185,DQ902242,DQ902310,,,,,,
Serpentes,Heteroliodon fohy,4,,AY188057,,,,AY187979,JQ909392,AY188018,,,,,,,,,
Serpentes,Heteroliodon lava,0,,,,,,,,,,,,,,,,,
Serpentes,Heteroliodon occipitalis,5,FJ404158,FJ404211,,,,FJ387211,,FJ404308,,,,,,,,,FJ404432
Serpentes,Heurnia ventromaculata,0,,,,,,,,,,,,,,,,,
Serpentes,Hierophis andreanus,1,AY647225,,,,,,,,,,,,,,,,
Serpentes,Hierophis cypriensis,3,AY541502,,,,,,AY541510,JX315475,,,,,,,,,
Serpentes,Hierophis gemonensis,8,AY039145,AY376770,,,,AY376799,AY039183,JX315482,AY486966,AY487005,AY487044,,,,,,
Serpentes,Hierophis viridiflavus,8,AY039137,AY376774,,,,AY486949,AY039180,AY486925,AY486979,AY487018,FJ430637,,,,,,
Serpentes,Hologerrhum dermali,0,,,,,,,,,,,,,,,,,
Serpentes,Hologerrhum philippinum,0,,,,,,,,,,,,,,,,,
Serpentes,Homalophis doriae,0,,,,,,,,,,,,,,,,,
Serpentes,Homalophis gyii,0,,,,,,,,,,,,,,,,,
Serpentes,Homalopsis buccata,11,EF395892,EF395868,EF144000,FJ433986,EU402697,EF395940,,EF395917,,,,FJ434087,,JN880844,EF144070,,EF144097
Serpentes,Homalopsis hardwickii,0,,,,,,,,,,,,,,,,,
Serpentes,Homalopsis mereljcoxi,0,,,,,,,,,,,,,,,,,
Serpentes,Homalopsis nigroventralis,0,,,,,,,,,,,,,,,,,
Serpentes,Homalopsis semizonata,0,,,,,,,,,,,,,,,,,
Serpentes,Homoroselaps dorsalis,0,,,,,,,,,,,,,,,,,
Serpentes,Homoroselaps lacteus,9,FJ404135,AY611809,,JQ599029,,AY058931,,AY611992,AY058952,AY059000,AY058976,,,,,,FJ404410
Serpentes,Hoplocephalus bitorquatus,6,EU547128,EU547177,,,,EU546941,,EU547079,,,EU547031,,,,,EU546902,
Serpentes,Hoplocephalus bungaroides,1,,,,,,,,,,,FJ516555,,,,,,
Serpentes,Hoplocephalus stephensii,0,,,,,,,,,,,,,,,,,
Serpentes,Hormonotus modestus,6,FJ404159,FJ404195,,,,FJ404261,,FJ404296,,,FJ404360,,,,,,FJ404433
Serpentes,Hydrablabes periops,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrablabes praefrontalis,0,,,,,,,,,,,,,,,,,
Serpentes,Hydraethiops laevis,0,,,,,,,,,,,,,,,,,
Serpentes,Hydraethiops melanogaster,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrelaps darwiniensis,7,EU547133,DQ234046,,,,FJ587176,,EU547084,,,EU547035,,,FJ587145,,EU546907,
Serpentes,Hydrodynastes bicinctus,4,,GQ457742,,JQ599030,,GQ457862,,JQ598935,,,,,,,,,
Serpentes,Hydrodynastes gigas,5,GQ457803,GQ457743,,JQ599031,,GQ895816,,GQ895873,,,,,,,,,
Serpentes,Hydrodynastes melanogigas,0,,,,,,,,,,,,,,,,,
Serpentes,Hydromorphus concolor,2,,,,,,GQ895817,,GQ895874,,,,,,,,,
Serpentes,Hydromorphus dunni,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis atriceps,5,,KC014320,,,,KC014291,,KC014396,,,JQ217216,,,,,KC014263,
Serpentes,Hydrophis belcheri,5,,KC014321,,,,KC014292,,KC014397,,,KC014473,,,,,KC014264,
Serpentes,Hydrophis bituberculatus,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis brookii,5,,DQ234028,,,,FJ587188,,KC014401,,,FJ593212,,,,,FJ587110,
Serpentes,Hydrophis caerulescens,5,,KC014327,,,,KC014294,,KC014403,,,JQ217218,,,,,KC014266,
Serpentes,Hydrophis cantoris,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis coggeri,5,,KC014330,,,,KC014295,,KC014406,,,JQ217217,,,,,KC014267,
Serpentes,Hydrophis curtus,7,EU547134,DQ234043,,,,FJ587200,,EU547085,,,EU547036,,,FJ587152,,FJ587123,
Serpentes,Hydrophis cyanocinctus,5,,DQ234032,,,,FJ587189,,KC572624,,,FJ593214,,,,,FJ587112,
Serpentes,Hydrophis czeblukovi,2,,DQ234019,,,,,,DQ233944,,,,,,,,,
Serpentes,Hydrophis donaldi,5,,JQ217147,,,,KC014308,,JQ217203,,,JQ217211,,,,,KC014285,
Serpentes,Hydrophis elegans,5,,DQ234022,,,,FJ587190,,DQ233951,,,JX002984,,,,,FJ587114,
Serpentes,Hydrophis fasciatus,5,,KC014340,,,,KC014298,,KC014417,,,KC014490,,,,,KC014270,
Serpentes,Hydrophis gracilis,5,,KC014342,,,,KC014299,,KC014420,,,KC014494,,,,,KC014271,
Serpentes,Hydrophis hardwickii,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis hendersoni,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis inornatus,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis jerdonii,4,,KC014372,,,,,,KC014450,,,KC014524,,,,,KC014283,
Serpentes,Hydrophis kingii,5,,DQ234014,,,,FJ587184,,DQ233933,,,FJ593208,,,,,FJ587106,
Serpentes,Hydrophis klossi,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis laboutei,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis lamberti,5,,KC014346,,,,KC014300,,KC014422,,,KC014498,,,,,KC014272,
Serpentes,Hydrophis lapemoides,5,,DQ234034,,,,KC014301,,DQ233955,,,FJ593219,,,,,KC014273,
Serpentes,Hydrophis macdowelli,5,,DQ234030,,,,FJ587193,,KC014430,,,JX002985,,,,,FJ587116,
Serpentes,Hydrophis major,6,,DQ234018,,,,FJ587186,,DQ233937,,,FJ593209,,,FJ587150,,FJ587107,
Serpentes,Hydrophis mamillaris,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis melanocephalus,2,D31609,,,,,,,KC572621,,,,,,,,,
Serpentes,Hydrophis melanosoma,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis nigrocinctus,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis obscurus,4,,KC014353,,,,,,KC014431,,,KC014504,,,,,KC014276,
Serpentes,Hydrophis ornatus,5,,DQ234027,,,,FJ587195,,KC014437,,,FJ593222,,,,,FJ587118,
Serpentes,Hydrophis pachycercos,5,,KC014361,,,,KC014303,,KC014439,,,KC014512,,,,,KC014279,
