Taxon,Species,Genes,12S,16S,AMEL,BDNF,BMP2,CMOS,COI,CYTB,ND1,ND2,ND4,NT3,PDC,PRLR,R35,RAG1,RAG2
Serpentes,Hydrophis pacificus,5,,DQ234037,,,,FJ587197,,DQ233965,,,FJ593225,,,,,FJ587121,
Serpentes,Hydrophis parviceps,5,,KC014363,,,,KC014304,,KC014442,,,KC014513,,,,,KC014280,
Serpentes,Hydrophis peronii,6,,DQ234006,,,,FJ587180,,KC014387,,,JQ217209,,,FJ587147,,FJ587102,
Serpentes,Hydrophis platurus,5,,DQ234051,,,,FJ587201,,KC014454,,,FJ593233,,,,,FJ587125,
Serpentes,Hydrophis schistosus,5,,FJ587210,,,,KC014290,,FJ587155,,,JX987168,,,,,FJ587109,
Serpentes,Hydrophis semperi,2,U96798,,,,,,,AF217822,,,,,,,,,
Serpentes,Hydrophis sibauensis,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis spiralis,5,,DQ234038,,,,KC014305,,KC014446,,,KC014516,,,,,KC014281,
Serpentes,Hydrophis stokesii,6,,DQ234010,,,,FJ587181,,KC014391,,,JQ217210,,,FJ587148,,FJ587104,
Serpentes,Hydrophis stricticollis,5,,KC014371,,,,KC014306,,KC014448,,,KC014521,,,,,KC014282,
Serpentes,Hydrophis torquatus,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis viperinus,5,,KC014379,,,,KC014307,,KC014456,,,JX002986,,,,,KC014284,
Serpentes,Hydrophis vorisi,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrophis zweifeli,5,,JX987143,,,,JX987185,,JX987166,,,JX987173,,,,,JX987177,
Serpentes,Hydrops caesurus,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrops martii,0,,,,,,,,,,,,,,,,,
Serpentes,Hydrops triangularis,5,GQ457804,GQ457744,,JQ599032,,AF471158,,AF471039,,,,,,,,,
Serpentes,Hypnale hypnale,4,AF057189,AF057236,,,,,,AY352750,,,U41884,,,,,,
Serpentes,Hypnale nepa,6,KC347325,KC347362,,,,KC347401,,KC347485,,,KC347491,,,,,KC347439,
Serpentes,Hypnale zara,6,KC347326,KC347363,,,,KC347402,,KC347463,,,KC347513,,,,,KC347440,
Serpentes,Hypoptophis wilsonii,0,,,,,,,,,,,,,,,,,
Serpentes,Hypsiglena affinis,2,,,,,,,,GU353241,,,EU363055,,,,,,
Serpentes,Hypsiglena chlorophaea,8,KJ486459,KJ486459,,,,,KF548593,KJ486459,KJ486459,KJ486459,KJ486459,FJ455198,,,,,
Serpentes,Hypsiglena jani,8,NC_013975,NC_013975,,,,,NC_013975,EF078504,NC_013975,NC_013975,EF078551,FJ455193,,,,,
Serpentes,Hypsiglena ochrorhyncha,8,EU728589,EU728589,,,,,NC_013980,EU728589,NC_013984,NC_013984,EU363210,FJ455200,,,,,
Serpentes,Hypsiglena slevini,8,NC_013987,NC_013987,,,,,NC_013987,NC_013987,NC_013987,NC_013987,EU728584,FJ455191,,,,,
Serpentes,Hypsiglena tanzeri,3,,,,,,,KF548592,EU728588,,,EU363044,,,,,,
Serpentes,Hypsiglena torquata,9,NC_013992,NC_013992,,,,AF471159,NC_013992,NC_013992,NC_013992,NC_013992,EU728591,FJ455192,,,,,
Serpentes,Hypsirhynchus ater,0,,,,,,,,,,,,,,,,,
Serpentes,Hypsirhynchus callilaemus,6,AF158440,AF158509,,,,,,FJ416737,,FJ416775,FJ416811,,,,,,FJ416848
Serpentes,Hypsirhynchus ferox,7,AF158447,AF158515,,,,GQ895818,,GQ895875,,FJ416780,FJ416816,,,,,,FJ416853
Serpentes,Hypsirhynchus funereus,6,AF158451,AF158520,,,,,,FJ416739,,FJ416777,FJ416813,,,,,,FJ416850
Serpentes,Hypsirhynchus melanichnus,0,,,,,,,,,,,,,,,,,
Serpentes,Hypsirhynchus parvifrons,7,AF158441,AF158510,,JQ599006,,,,FJ416740,,FJ416778,FJ416814,,,,,,FJ416851
Serpentes,Hypsirhynchus polylepis,6,AF158450,AF158519,,,,,,FJ416738,,FJ416776,FJ416812,,,,,,FJ416849
Serpentes,Hypsirhynchus scalaris,6,AF158449,AF158518,,,,,,FJ416741,,FJ416779,FJ416815,,,,,,FJ416852
Serpentes,Hypsiscopus matannensis,4,AF499281,EF395859,,,,EF473654,,EF395908,,,,,,,,,
Serpentes,Hypsiscopus plumbea,9,NC_010200,NC_010200,,,,EF395934,JN833612,DQ343650,DQ343650,NC_010200,DQ343650,,,GU997227,,,
Serpentes,Ialtris agyrtes,0,,,,,,,,,,,,,,,,,
Serpentes,Ialtris dorsalis,6,AF158456,AF158525,,,,,,FJ416735,,FJ416773,FJ416809,,,,,,FJ416846
Serpentes,Ialtris haetianus,6,AF158458,AF158527,,,,,,FJ416736,,FJ416774,FJ416810,,,,,,FJ416847
Serpentes,Ialtris parishi,0,,,,,,,,,,,,,,,,,
Serpentes,Iguanognathus werneri,0,,,,,,,,,,,,,,,,,
Serpentes,Imantodes cenchoa,13,NC_013988,NC_013988,,JQ599033,EU402698,GQ457865,NC_013988,NC_013988,NC_013988,NC_013988,EU728586,GQ334669,,,JN703067,EU402847,
Serpentes,Imantodes chocoensis,1,,,,,,,,KC176250,,,,,,,,,
Serpentes,Imantodes gemmistratus,2,,,,,,,,GQ334487,,,EF078557,,,,,,
Serpentes,Imantodes inornatus,2,,,,,,,,GQ334489,,,EF078559,,,,,,
Serpentes,Imantodes lentiferus,4,AF158463,AF158532,,,,,,KC176252,,,EF078561,,,,,,
Serpentes,Imantodes phantasma,0,,,,,,,,,,,,,,,,,
Serpentes,Imantodes tenuissimus,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops ahsanai,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops albiceps,5,,,GU902305,GU902382,GU902462,,,,,,,GU902555,,,,GU902632,
Serpentes,Indotyphlops braminus,17,NC_010196,NC_010196,GU902306,GU902383,GU902463,AF544717,JQ909572,DQ343649,NC_010196,AY662539,DQ343649,GU902556,HQ426256,JQ910434,FJ433913,AY444062,FJ433889
Serpentes,Indotyphlops exiguus,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops filiformis,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops fletcheri,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops jerdoni,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops khoratensis,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops lankaensis,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops lazelli,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops leucomelas,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops loveridgei,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops madgemintonae,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops malcolmi,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops meszoelyi,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops ozakiae,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops pammeces,5,,,GU902378,GU902458,GU902551,,,,,,,GU902628,,,,GU902703,
Serpentes,Indotyphlops porrectus,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops pushpakumara,5,KC347337,KC347375,,,,,,KC347488,,,KC347510,,,,,KC347450,
Serpentes,Indotyphlops schmutzi,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops tenebrarum,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops tenuicollis,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops veddae,0,,,,,,,,,,,,,,,,,
Serpentes,Indotyphlops violaceus,0,,,,,,,,,,,,,,,,,
Serpentes,Inyoka swazicus,3,,,,,,DQ486180,,DQ486356,,,DQ486331,,,,,,
Serpentes,Ithycyphus blanci,0,,,,,,,,,,,,,,,,,
Serpentes,Ithycyphus goudoti,0,,,,,,,,,,,,,,,,,
Serpentes,Ithycyphus miniatus,4,,AY188058,,,,AY187980,JQ909393,AY188019,,,,,,,,,
Serpentes,Ithycyphus oursi,7,FJ404160,FJ404212,,,,FJ387212,JQ909394,FJ404309,,,FJ404361,,,,,,FJ404434
Serpentes,Ithycyphus perineti,1,,,,,,,JQ909396,,,,,,,,,,
Serpentes,Karnsophis siantaris,0,,,,,,,,,,,,,,,,,
Serpentes,Kolpophis annandalei,0,,,,,,,,,,,,,,,,,
Serpentes,Kualatahan pahangensis,0,,,,,,,,,,,,,,,,,
Serpentes,Lachesis acrochorda,4,JN870187,JN870197,,,,,,JN870204,,,JN870212,,,,,,
Serpentes,Lachesis melanocephala,2,,,,,,,,U96018,,,U96028,,,,,,
Serpentes,Lachesis muta,6,AF057221,AF057268,,,,,,AY223604,,,U41885,,,JN880845,JN703071,,
Serpentes,Lachesis stenophrys,6,AF057220,AF057267,,EU402644,EU402699,,,AY223603,,,U96026,,,,,,
Serpentes,Lampropeltis abnorma,3,,,,,,,,KF216446,,,,KF215093,,KF215317,,,
Serpentes,Lampropeltis alterna,8,,,,,,FJ627799,FJ627813,AF337129,FJ627822,FJ627846,AY739633,KF215107,,KF215330,,,
Serpentes,Lampropeltis annulata,3,,,,,,,,KF216153,,,,KF215075,,KF215302,,,
Serpentes,Lampropeltis californiae,3,,,,,,,,AF337079,,,,KF215022,,KF215236,,,
Serpentes,Lampropeltis calligaster,8,,,,,,DQ902091,FJ627807,DQ902129,DQ902186,DQ902243,DQ902311,KF215015,,KF215240,,,
Serpentes,Lampropeltis elapsoides,7,,,,,,FJ627795,FJ627811,AF337095,FJ627828,FJ627843,,KF215104,,KF215323,,,
Serpentes,Lampropeltis extenuata,9,FJ623964,,,,,DQ902093,FJ627809,AF337107,DQ902187,DQ902245,AF138776,KF215005,,KF215231,,,
Serpentes,Lampropeltis gentilis,3,,,,,,,,KF216312,,,,KF215059,,KF215315,,,
Serpentes,Lampropeltis getula,11,AY122822,,,EU402645,EU402700,FJ627796,AY122738,FJ997848,,,AF138759,KF215000,,JN880846,HQ876362,EU402848,
Serpentes,Lampropeltis holbrooki,4,,,,,,,,AF337069,,,DQ360481,KF215016,,KF215233,,,
Serpentes,Lampropeltis knoblochi,3,,,,,,,,AF337143,,,AY497313,KF215007,,,,,
Serpentes,Lampropeltis mexicana,9,FJ623962,,,,,FJ627800,FJ627814,KF216382,FJ627825,FJ627836,AF138760,KF214999,,KF215242,,,
Serpentes,Lampropeltis micropholis,3,,,,,,,,KF216447,,,,KF215098,,KF215279,,,
Serpentes,Lampropeltis nigra,4,,,,,,,,AF337153,,,DQ360483,KF215019,,KF215237,,,
Serpentes,Lampropeltis polyzona,3,,,,,,,,KF216236,,,,KF215047,,KF215296,,,
Serpentes,Lampropeltis pyromelana,9,FJ623961,,,,,FJ627794,FJ627810,JN034283,FJ627823,FJ627845,AF138761,KF215009,,JN034343,,,
Serpentes,Lampropeltis ruthveni,9,AY122820,,,,,FJ627803,AY122736,AF337065,FJ627830,FJ627847,AY739641,KF215014,,KF215244,,,
Serpentes,Lampropeltis splendida,3,,,,,,,,FJ997776,,,,KF215021,,KF215235,,,
Serpentes,Lampropeltis triangulum,3,,,,,,,,KF216293,,,,KF215058,,KF215309,,,
Serpentes,Lampropeltis webbi,4,,,,,,,,KF216371,,,AY497308,KF215008,,KF215229,,,
Serpentes,Lampropeltis zonata,5,,,,,,FJ627802,,KF216207,,,AF136189,KF215018,,KF215224,,,
Serpentes,Lamprophis abyssinicus,0,,,,,,,,,,,,,,,,,
Serpentes,Lamprophis aurora,3,,,,,,HQ207101,,HQ207125,,,HQ207167,,,,,,
Serpentes,Lamprophis erlangeri,0,,,,,,,,,,,,,,,,,
Serpentes,Lamprophis fiskii,6,FJ404163,FJ404202,,,,DQ486178,,DQ486354,,,DQ486329,,,,,,FJ404437
Serpentes,Lamprophis fuscus,2,,,,,,,,HQ207127,,,HQ207169,,,,,,
Serpentes,Lamprophis geometricus,0,,,,,,,,,,,,,,,,,
Serpentes,Lamprophis guttatus,6,FJ404166,AY611890,,,,DQ486179,,AY612072,,,DQ486330,,,,,,FJ404439
Serpentes,Langaha alluaudi,0,,,,,,,,,,,,,,,,,
Serpentes,Langaha madagascariensis,7,FJ404172,AY188059,,,,AY187981,JQ909397,AY188020,,,FJ404370,,,,,,FJ404445
Serpentes,Langaha pseudoalluaudi,0,,,,,,,,,,,,,,,,,
Serpentes,Laticauda colubrina,15,EU547089,EU547138,EF144004,EU402647,EU402702,EU366446,,EU547040,AY058953,AY058993,EU546998,FJ434091,,JN880849,EF144074,EU366433,EF144101
Serpentes,Laticauda crockeri,0,,,,,,,,,,,,,,,,,
Serpentes,Laticauda frontalis,5,,FJ587205,,,,FJ587156,,,,,FJ606515,,,FJ587129,,FJ587081,
Serpentes,Laticauda guineai,1,,,,,,,,,,,FJ606516,,,,,,
Serpentes,Laticauda laticaudata,7,D31608,FJ587203,,,,FJ587159,,AB701328,,,FJ606520,,,FJ587127,,FJ587083,
Serpentes,Laticauda saintgironsi,1,,,,,,,,,,,FJ606501,,,,,,
Serpentes,Laticauda schistorhynchus,0,,,,,,,,,,,,,,,,,
Serpentes,Laticauda semifasciata,1,,,,,,,,AB701344,,,,,,,,,
Serpentes,Leioheterodon geayi,4,,AY188060,,,,AY187982,JQ909398,AY188021,,,,,,,,,
Serpentes,Leioheterodon madagascariensis,12,AF544768,AY188061,EF144006,JQ599034,,AF544685,JQ909399,AY188022,,,U49318,FJ434093,,,EF144076,AY487377,EF144103
Serpentes,Leioheterodon modestus,7,,JF357951,,,,AY058933,JQ909400,AY058967,AY058954,AY059010,AY058978,,,,,,
Serpentes,Leiopython meridionalis,0,,,,,,,,,,,,,,,,,
Serpentes,Leiopython montanus,0,,,,,,,,,,,,,,,,,
Serpentes,Lemuriatyphlops domerguei,0,,,,,,,,,,,,,,,,,
Serpentes,Lemuriatyphlops microcephalus,1,,,,,,,JQ909607,,,,,,,,,,
Serpentes,Lemuriatyphlops reuteri,0,,,,,,,,,,,,,,,,,
Serpentes,Leptodeira annulata,12,GQ457806,GQ457746,EF144011,FJ433998,,AF544690,,FJ416713,,FJ416749,FJ416787,FJ434099,,,EF144081,AY487375,EF144108
Serpentes,Leptodeira bakeri,3,,,,,,,,GQ334518,,,GQ334618,GQ334673,,,,,
Serpentes,Leptodeira frenata,2,,,,,,,,EF078532,,,EF078580,,,,,,
Serpentes,Leptodeira maculata,3,,,,,,,,GQ334524,,,GQ334623,GQ334674,,,,,
Serpentes,Leptodeira nigrofasciata,3,,,,,,,,GQ334526,,,EF078581,GQ334681,,,,,
Serpentes,Leptodeira polysticta,8,NC_013990,NC_013990,,,,,NC_013990,NC_013990,NC_013990,NC_013990,EU728590,GQ334679,,,,,
Serpentes,Leptodeira punctata,3,,,,,,,,EF078530,,,EF078577,GQ334682,,,,,
Serpentes,Leptodeira rubricata,2,,,,,,,,GQ334527,,,GQ334631,,,,,,
Serpentes,Leptodeira septentrionalis,6,GU018148,GU018163,,,,,,KC176243,,EU728590,KC176255,FJ455188,,,,,
Serpentes,Leptodeira splendida,3,,,,,,,,EF078521,,,EF078569,GQ334680,,,,,
Serpentes,Leptodeira uribei,2,,,,,,,,EF078531,,,EF078579,,,,,,
Serpentes,Leptodrymus pulcherrimus,6,KR814627,KR814649,,,,KR814666,,KR814687,,,KR814719,,,,,KR814746,
Serpentes,Leptophis ahaetulla,4,HM565762,HM582222,,,,GQ927316,,GQ927321,,,,,,,,,
Serpentes,Leptophis coeruleodorsus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis cupreus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis depressirostris,6,KR814617,KR814643,,,,KR814682,,KR814686,,,KR814724,,,,,KR814730,
Serpentes,Leptophis diplotropis,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis haileyi,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis mexicanus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis modestus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis nebulosus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis riveti,0,,,,,,,,,,,,,,,,,
Serpentes,Leptophis stimsoni,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops aethiopicus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops conjunctus,9,GQ469261,GQ469261,GQ469001,GQ469184,GU902544,GQ469069,,GQ469160,,,,GQ469023,,,,GQ469046,
Serpentes,Leptotyphlops distanti,8,GQ469271,GQ469271,GQ468998,GQ469181,,GQ469066,,GQ469162,,,,GQ469021,,,,GQ469044,
Serpentes,Leptotyphlops emini,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops howelli,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops incognitus,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops jacobseni,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops kafubi,6,GQ469254,GQ469254,GQ469000,GQ469183,,GQ469068,,GQ469166,,,,,,,,,
Serpentes,Leptotyphlops keniensis,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops latirostris,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops macrops,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops mbanjensis,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops merkeri,3,GQ469260,GQ469260,,,,,,GQ469164,,,,,,,,,
Serpentes,Leptotyphlops nigricans,3,GQ469237,GQ469237,,,,,,GQ469134,,,,,,,,,
Serpentes,Leptotyphlops nigroterminus,9,GQ469258,GQ469258,GQ469005,GQ469188,GU902543,GQ469073,,GQ469142,,,,GQ469027,,,,GQ469050,
Serpentes,Leptotyphlops nursii,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops pembae,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops pitmani,3,GQ469255,GQ469255,,,,,,GQ469163,,,,,,,,,
Serpentes,Leptotyphlops pungwensis,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops scutifrons,3,GQ469265,GQ469265,,,,,,GQ469169,,,,,,,,,
Serpentes,Leptotyphlops sylvicolus,8,GQ469278,GQ469278,GQ469009,GQ469192,,GQ469077,,GQ469150,,,,GQ469031,,,,GQ469054,
Serpentes,Leptotyphlops tanae,0,,,,,,,,,,,,,,,,,
Serpentes,Leptotyphlops telloi,0,,,,,,,,,,,,,,,,,
Serpentes,Lepturophis albofuscus,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia acutirostrata,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia caeca,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia crossii,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia debilis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia episcopus,3,,,KC848446,KC848450,,,,,,,,KC848458,,,,,
Serpentes,Letheobia erythraea,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia feae,5,,,KF992848,KF992869,KF992890,,,,,,,KF992911,,,,KF992931,
Serpentes,Letheobia gracilis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia graueri,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia jubana,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia kibarae,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia largeni,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia leucosticta,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia lumbriciformis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia newtoni,5,,,GU902311,GU902388,GU902468,,,,,,,GU902561,,,,GU902638,
Serpentes,Letheobia pallida,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia pauwelsi,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia pembana,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia praeocularis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia rufescens,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia simonii,6,HQ113894,,KC848447,KC848448,,,,,,HQ113934,,KC848459,,JQ045266,,,
Serpentes,Letheobia somalica,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia stejnegeri,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia sudanensis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia swahilica,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia toritensis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia uluguruensis,0,,,,,,,,,,,,,,,,,
Serpentes,Letheobia wittei,0,,,,,,,,,,,,,,,,,
Serpentes,Liasis fuscus,3,EF545025,EF545052,,,,,,EF545100,,,,,,,,,
Serpentes,Liasis mackloti,9,EF545024,EF545051,FJ434049,FJ433970,,,,U69840,,,,FJ434075,,,DQ119621,AY487397,DQ119639
Serpentes,Liasis olivaceus,3,EF545023,EF545050,,,,,,U69842,,,,,,,,,
Serpentes,Liasis papuana,10,EF545027,EF545054,FJ434050,FJ433971,,AF544720,,U69843,,,,FJ434076,,,FJ433925,AY487405,FJ433901
Serpentes,Lichanura orcutti,0,,,,,,,,,,,,,,,,,
Serpentes,Lichanura trivirgata,15,GQ200595,GQ200595,FJ434058,FJ433979,EU402704,AF544687,GQ200595,GQ200595,EU280530,GQ200595,GQ200595,FJ434080,,,DQ119620,EU402852,DQ119638
Serpentes,Limnophis bangweolicus,0,,,,,,,,,,,,,,,,,
Serpentes,Limnophis bicolor,0,,,,,,,,,,,,,,,,,
Serpentes,Lioheterophis iheringi,0,,,,,,,,,,,,,,,,,
Serpentes,Liopeltis calamaria,0,,,,,,,,,,,,,,,,,
Serpentes,Liopeltis frenatus,0,,,,,,,,,,,,,,,,,
Serpentes,Liopeltis philippinus,0,,,,,,,,,,,,,,,,,
Serpentes,Liopeltis rappi,0,,,,,,,,,,,,,,,,,
Serpentes,Liopeltis stoliczkae,0,,,,,,,,,,,,,,,,,
Serpentes,Liopeltis tricolor,0,,,,,,,,,,,,,,,,,
Serpentes,Liophidium apperti,0,,,,,,,,,,,,,,,,,
Serpentes,Liophidium chabaudi,7,FJ404173,FJ404210,,,,FJ387210,JQ909401,EU394721,,,FJ404372,,,,,,FJ404446
Serpentes,Liophidium maintikibo,3,,GQ913669,,,,GQ913663,JQ909402,,,,,,,,,,
Serpentes,Liophidium mayottensis,5,,GQ913670,,,,GQ913664,JQ909403,GQ913675,,,HE798407,,,,,,
Serpentes,Liophidium pattoni,4,,GQ913671,,,,GQ913665,JQ909404,GQ913676,,,,,,,,,
Serpentes,Liophidium rhodogaster,4,,GQ913672,,,,GQ913666,JQ909405,DQ979978,,,,,,,,,
Serpentes,Liophidium therezieni,4,,GQ913673,,,,GQ913667,JQ909406,EU394722,,,,,,,,,
Serpentes,Liophidium torquatum,4,,AY188062,,,,AY187984,JQ909412,AY188023,,,,,,,,,
Serpentes,Liophidium trilineatum,0,,,,,,,,,,,,,,,,,
Serpentes,Liophidium vaillanti,4,,GQ913674,,,,GQ913668,JQ909413,GQ913677,,,,,,,,,
Serpentes,Liopholidophis baderi,2,,,,,,KC988269,,KC988264,,,,,,,,,
Serpentes,Liopholidophis dimorphus,4,,DQ979966,,,,DQ979973,JQ909414,DQ979991,,,,,,,,,
Serpentes,Liopholidophis dolicocercus,4,,DQ979968,,,,DQ979975,JQ909416,DQ979990,,,,,,,,,
Serpentes,Liopholidophis grandidieri,4,,KC988277,,,,KC988273,JQ909417,KC988268,,,,,,,,,
Serpentes,Liopholidophis oligolepis,3,,KC988274,,,,KC988270,,KC988265,,,,,,,,,
Serpentes,Liopholidophis rhadinaea,4,,KC988275,,,,KC988271,JQ909418,KC988266,,,,,,,,,
Serpentes,Liopholidophis sexlineatus,7,FJ404174,AY188063,,,,AY187985,JQ909421,AY188024,,,FJ404373,,,,,,FJ404447
Serpentes,Liopholidophis varius,4,,KC988276,,,,KC988272,JQ909424,KC988267,,,,,,,,,
Serpentes,Liotyphlops albirostris,10,Z46461,Z46487,FJ434039,FJ433960,EU402705,AF544727,,AF544672,,,,,,,HQ876356,EU402853,FJ433890
Serpentes,Liotyphlops anops,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops argaleus,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops beui,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops caissara,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops haadi,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops schubarti,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops ternetzii,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops trefauti,0,,,,,,,,,,,,,,,,,
Serpentes,Liotyphlops wilderi,0,,,,,,,,,,,,,,,,,
Serpentes,Loveridgelaps elapoides,0,,,,,,,,,,,,,,,,,
Serpentes,Loxocemus bicolor,11,AF512737,AF512737,FJ434046,DQ465573,EU402706,AY444035,,U69845,,,,FJ434072,,,JN703079,AY444061,FJ433897
Serpentes,Lycodon alcalai,2,,,,,,KC010304,,KC010345,,,,,,,,,
Serpentes,Lycodon aulicus,2,,,,,,KC010308,,KC010350,,,,,,,,,
Serpentes,Lycodon bibonius,2,,,,,,KC010309,,KC010351,,,,,,,,,
Serpentes,Lycodon butleri,2,,,,,,KC010312,,KC010353,,,,,,,,,
Serpentes,Lycodon capucinus,3,,,,,,KC010317,,KC010359,,,U49317,,,,,,
Serpentes,Lycodon cardamomensis,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon carinatus,4,,KC347352,,,,KC347392,,KC347486,,,,,,,,KC347430,
Serpentes,Lycodon cavernicolus,1,,,,,,,,KJ607890,,,,,,,,,
Serpentes,Lycodon chrysoprateros,2,,,,,,KC010318,,KC010360,,,,,,,,,
Serpentes,Lycodon davidi,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon dumerilii,2,,,,,,KC010320,,KC010363,,,,,,,,,
Serpentes,Lycodon effraenis,2,,,,,,KC010328,,KC010376,,,,,,,,,
Serpentes,Lycodon fasciatus,3,,EU999215,,,,,JX233637,KC010366,,,,,,,,,
Serpentes,Lycodon fausti,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon ferroni,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon flavicollis,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon flavomaculatus,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon flavozonatus,4,,,,,,KF732934,JX233650,KF732927,,,KF732920,,,,,,
Serpentes,Lycodon futsingensis,2,,EU999211,,,,,KC171169,,,,,,,,,,
Serpentes,Lycodon gammiei,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon gongshan,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon hypsirhinoides,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon jara,2,,,,,,KC010322,,KC010367,,,,,,,,,
Serpentes,Lycodon kundui,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon laoensis,4,Z46455,Z46485,,,,KC010325,,KC010370,,,,,,,,,
Serpentes,Lycodon liuchengchaoi,3,,,,,,KF732935,,KF732928,,,KF732921,,,,,,
Serpentes,Lycodon mackinnoni,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon meridionale,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon muelleri,2,,,,,,KC010327,,KC010375,,,,,,,,,
Serpentes,Lycodon multifasciatus,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon multizonatus,3,,,,,,KF732933,,KF732926,,,KF732919,,,,,,
Serpentes,Lycodon odishii,0,,,,,,,,,,,,,,,,,
Serpentes,Lycodon ophiophagus,0,,,,,,,,,,,,,,,,,
