Taxon,Family,Subfamily,Scientific Name,Genes,12S,16S,BDNF,CXCR4,cytb,H3A,NCX1,ND1,ND2,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Anura,Ranidae,Raninae,Hylarana siberu,3,KF477744,EU604198,,,,,,,,,,,,,KF477594
Anura,Ranidae,Raninae,Hylarana signata,6,DQ346980,EU604157,,,,,,,,KF477861,DQ347218,AY322237,,,AY322354
Anura,Ranidae,Raninae,Hylarana similis,4,KF477783,KF477775,,,,,,,,KF477884,,,,,KF477626
Anura,Ranidae,Raninae,Hylarana spinulosa,4,DQ359982,DQ360004,,,,,,,,,,DQ360035,,,DQ360066
Anura,Ranidae,Raninae,Hylarana supragrisea,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Hylarana taipehensis,5,DQ283396,AF206495,,,,,,,,,,DQ360036,DQ282856,,DQ360067
Anura,Ranidae,Raninae,Hylarana temporalis,6,DQ346963,GU136113,GQ204479,,,,,,,,DQ347206,AF249118,,,AF249181
Anura,Ranidae,Raninae,Hylarana tytleri,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Hylarana volkerjane,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Hylarana waliesa,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Meristogenys amoropalamus,8,AB617724,AB526619,,,AB526631,,,AB526619,AB526619,,AB360200,AB526701,,AB526687,
Anura,Ranidae,Raninae,Meristogenys dyscritus,8,AB617726,AB526616,,,AB526628,,,AB526616,AB526616,,AB360199,AB526698,,AB526684,
Anura,Ranidae,Raninae,Meristogenys jerboa,10,AB360044,AB211493,,,AB526620,,AB526634,AB526608,AB526608,AB360168,AB360202,AB360230,,AB526676,
Anura,Ranidae,Raninae,Meristogenys kinabaluensis,12,DQ346983,AB526618,,AY364176,AB526630,,AB526644,AB526618,AB526618,AB360176,EF088250,AY322233,,AY948864,EU076773
Anura,Ranidae,Raninae,Meristogenys macrophthalmus,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Meristogenys maryatiae,8,AB360047,AB526611,,,AB526623,,,AB526611,AB526611,,AB360204,AB526693,,AB526679,
Anura,Ranidae,Raninae,Meristogenys orphnocnemis,13,AB262545,AB211494,,,AB526625,DQ284187,AB526639,AB526613,AB526613,AB360172,EF088251,DQ283847,DQ282703,AB526681,EU076774
Anura,Ranidae,Raninae,Meristogenys phaeomerus,1,,EU604210,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Meristogenys poecilus,11,AB526610,AB526610,,,AB526622,,AB526636,AB526610,AB526610,AB526650,EF088252,AB526692,,AB526678,EU076775
Anura,Ranidae,Raninae,Meristogenys stenocephalus,8,AB526716,AB526612,,,AB526721,,,AB526612,AB526612,,AB526666,AB526694,,AB526680,
Anura,Ranidae,Raninae,Meristogenys stigmachilus,8,AB360051,AB526614,,,AB526720,,,AB526614,AB526614,,AB360207,AB526696,,AB526682,
Anura,Ranidae,Raninae,Meristogenys whiteheadi,11,AB526712,HQ317945,,,AB526629,,AB526643,AB526609,AB526609,AB526649,EF088253,AB526699,,AB526677,EU076776
Anura,Ranidae,Raninae,Odorrana absita,4,,EU861542,,,,,,,EU861568,,EF088245,,,,EU076768
Anura,Ranidae,Raninae,Odorrana amamiensis,3,AB200923,AB200947,,,,,,,AB600991,,,,,,
Anura,Ranidae,Raninae,Odorrana andersonii,4,DQ359965,EF453745,,,,,,,,,,DQ360018,,,DQ360049
Anura,Ranidae,Raninae,Odorrana anlungensis,2,KF185013,KF185049,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana aureola,2,,DQ650568,,,,,,,DQ650504,,,,,,
Anura,Ranidae,Raninae,Odorrana bacboensis,5,AF206099,DQ650569,,,,,,,DQ650505,,EF088254,,,,EU076777
Anura,Ranidae,Raninae,Odorrana banaorum,3,AF206106,AF206487,,,,,,,DQ650520,,,,,,
Anura,Ranidae,Raninae,Odorrana bolavensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana chapaensis,8,DQ283372,EU861553,,,,DQ284358,,,EU861579,,EF088255,DQ283992,DQ282837,,EU076778
Anura,Ranidae,Raninae,Odorrana chloronota,7,AF206104,AF206485,,,,,,,DQ650529,,EF088256,DQ284008,DQ282854,,EU076779
Anura,Ranidae,Raninae,Odorrana exiliversabilis,2,KF185020,KF185056,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana geminata,2,,EU861548,,,,,,,EU861574,,,,,,
Anura,Ranidae,Raninae,Odorrana gigatympana,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana grahami,8,DQ283241,EU861555,,,,DQ284267,,,EU861581,,EF088257,DQ360016,DQ282769,,DQ360047
Anura,Ranidae,Raninae,Odorrana graminea,2,KF185003,KF185039,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana hainanensis,2,KF184996,KF185032,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana heatwolei,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana hejiangensis,4,DQ359984,EF453747,,,,,,,,,,DQ360037,,,DQ360068
Anura,Ranidae,Raninae,Odorrana hmongorum,4,,EU861559,,,,,,,FJ417169,,EF088258,,,,EU076781
Anura,Ranidae,Raninae,Odorrana hosii,5,AB200933,AB200958,,,,,,,DQ650539,,EF088259,,,,EU076782
Anura,Ranidae,Raninae,Odorrana huanggangensis,2,KF185023,KF185059,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana indeprensa,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana ishikawae,5,AB200921,AB200945,,,NC_015305,,,NC_015305,NC_015305,,,,,,
Anura,Ranidae,Raninae,Odorrana jingdongensis,2,AF206102,AF206483,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana junlianensis,3,KF185022,EU861564,,,,,,,EU861590,,,,,,
Anura,Ranidae,Raninae,Odorrana khalam,2,,,,,,,,,,,EF088272,,,,EU076783
Anura,Ranidae,Raninae,Odorrana kuangwuensis,2,KF184998,KF185034,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana leporipes,2,KF185000,KF185036,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana livida,6,DQ359969,DQ650613,,,,,,,DQ650547,,EF088260,DQ360022,,,DQ360053
Anura,Ranidae,Raninae,Odorrana lungshengensis,2,KF185018,KF185054,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana macrotympana,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana margaretae,6,DQ359964,EU861566,,,,,,,EU861592,,EF088261,DQ360017,,,DQ360048
Anura,Ranidae,Raninae,Odorrana mawphlangensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana monjerai,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana morafkai,5,AF206103,AF206484,,,,,,,DQ650562,,EF088263,,,,EU076787
Anura,Ranidae,Raninae,Odorrana nanjiangensis,2,KF185006,KF185042,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana narina,3,AB200924,AB200948,,,,,,,AB600990,,,,,,
Anura,Ranidae,Raninae,Odorrana nasica,7,DQ283345,AF206461,,,,DQ284333,,,,,EF088264,DQ283971,DQ282821,,EU076788
Anura,Ranidae,Raninae,Odorrana nasuta,2,KF185017,KF185053,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana orba,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana rotadora,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana schmackeri,4,AB200935,AB200959,,,,,,,,,,DQ360020,,,DQ360051
Anura,Ranidae,Raninae,Odorrana sinica,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana splendida,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana supranarina,2,AB200926,AB200950,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana swinhoana,2,AB200929,AB200953,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana tianmuii,2,KF185004,KF185040,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana tiannanensis,2,AF206105,AF206486,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana tormota,7,EF453739,EF453754,,,NC_009423,,,NC_009423,NC_009423,,EU076750,,,,EU076766
Anura,Ranidae,Raninae,Odorrana trankieni,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana utsunomiyaorum,2,AB200928,AB200952,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana versabilis,4,DQ359962,EF453752,,,,,,,,,,DQ360015,,,DQ360046
Anura,Ranidae,Raninae,Odorrana wuchuanensis,2,KF185007,KF185043,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana yentuensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana yizhangensis,2,KF185012,KF185048,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Odorrana zhaoi,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax bedriagae,5,AY043033,AY147937,,,AY147957,,,EU835579,GU812077,,,,,,
Anura,Ranidae,Raninae,Pelophylax bergeri,5,AJ222650,JN689222,,,JN689223,,,EU835640,GU812135,,,,,,
Anura,Ranidae,Raninae,Pelophylax caralitanus,3,AB640899,AB640953,,,,,,EU835650,,,,,,,
Anura,Ranidae,Raninae,Pelophylax cerigensis,3,,AY147979,,,DQ474144,,,EU835643,,,,,,,
Anura,Ranidae,Raninae,Pelophylax chosenicus,5,EU386907,EU386959,,,NC_016059,,,NC_016059,NC_016059,,,,,,
Anura,Ranidae,Raninae,Pelophylax cretensis,5,AJ318087,AY147980,,,DQ474150,,,EU835581,GU812138,,,,,,
Anura,Ranidae,Raninae,Pelophylax cypriensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax demarchii,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax epeiroticus,5,AJ002595,DQ474207,,,DQ474155,,,EU835649,GU812141,,,,,,
Anura,Ranidae,Raninae,Pelophylax esculentus,5,JN627424,JN627424,,,AB029944,,,JN627424,JN627424,,,,,,
Anura,Ranidae,Raninae,Pelophylax fukienensis,4,AB023393,,,,AB029941,,,,,GU977670,,,,,GU978232
Anura,Ranidae,Raninae,Pelophylax grafi,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax hispanicus,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax hubeiensis,2,AF205547,AF315137,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax kurtmuelleri,3,AJ222655,DQ474228,,,DQ474176,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax lessonae,7,JN627426,AY147982,,,AY057100,,,JN627422,JN627422,,,AY322243,,,AY322347
Anura,Ranidae,Raninae,Pelophylax nigromaculatus,13,DQ283137,DQ283137,,,DQ006266,DQ284178,AB526633,NC_002805,NC_002805,AB360151,AB360184,DQ283838,DQ282693,AB526675,DQ360045
Anura,Ranidae,Raninae,Pelophylax perezi,5,AY332763,AY147985,,,DQ902146,,,DQ902201,GU812144,,,,,,
Anura,Ranidae,Raninae,Pelophylax plancyi,6,AF218720,NC_009264,,,AF205088,,,NC_009264,NC_009264,GU977938,,,,,
Anura,Ranidae,Raninae,Pelophylax porosus,2,AB036401,,,,AB029939,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax ridibundus,5,FJ595208,JN627421,,,DQ474163,,,JN627421,JN627421,,,,,,
Anura,Ranidae,Raninae,Pelophylax saharicus,5,AY332765,AY147984,,,DQ902147,,,DQ902202,GU812147,,,,,,
Anura,Ranidae,Raninae,Pelophylax shqipericus,3,AJ222651,,,,,,,EU835582,GU812149,,,,,,
Anura,Ranidae,Raninae,Pelophylax tenggerensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pelophylax terentievi,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Pterorana khare,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana amurensis,8,DQ359979,AF315133,,,JF939117,,,AY607314,AY607314,GU225931,,DQ360032,,,DQ360063
Anura,Ranidae,Raninae,Rana areolata,4,AY779229,AY779229,,,,,,AY607310,AY607310,,,,,,
Anura,Ranidae,Raninae,Rana arvalis,6,AB058865,AB058883,,,KC800140,,,JX481919,JX481919,,KC799032,,,,
Anura,Ranidae,Raninae,Rana asiatica,3,AB058866,AB058884,,,AY522427,,,,,,,,,,
Anura,Ranidae,Raninae,Rana aurora,10,DQ283189,DQ283189,,,EU708879,DQ284223,,AF314021,AF314021,,DQ019509,DQ283876,DQ282734,,DQ282944
Anura,Ranidae,Raninae,Rana berlandieri,5,AY779235,AY779235,,,,,,GQ289050,,,DQ019510,DQ019571,,,
Anura,Ranidae,Raninae,Rana blairi,4,AY779237,AY779237,,,,,,AY157644,,,,,,,EU769546
Anura,Ranidae,Raninae,Rana boylii,7,DQ347051,AY779192,,,,,,AF314019,AF314019,,DQ347277,DQ347396,,,DQ347184
Anura,Ranidae,Raninae,Rana brownorum,1,AY115122,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana bwana,2,AY779212,AY779212,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana cangyuanensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana capito,5,DQ283187,DQ283187,,,,DQ284221,,,,,,DQ283874,DQ282732,,
Anura,Ranidae,Raninae,Rana cascadae,5,AY779197,AY779197,,,EU708878,,,AF314022,AF314022,,,,,,
Anura,Ranidae,Raninae,Rana catesbeiana,15,DQ283257,DQ283257,AB612040,AB612041,AY210362,AB777224,AB612042,NC_022696,NC_022696,AY819103,EF493448,DQ283926,DQ282778,AB777225,DQ360044
Anura,Ranidae,Raninae,Rana chaochiaoensis,7,DQ359975,DQ289107,,,AF274927,,,AY607312,AY607312,,,DQ360028,,,DQ360059
Anura,Ranidae,Raninae,Rana chensinensis,9,DQ359977,DQ289118,JN984585,,AF274918,,,AY607316,AY607316,GU225917,,DQ360030,,,DQ360061
Anura,Ranidae,Raninae,Rana chevronta,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana chichicuahutla,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana chiricahuensis,5,DQ283270,DQ283270,,,,DQ284290,,,,,,DQ283934,,,DQ282962
Anura,Ranidae,Raninae,Rana clamitans,9,AY779204,DQ283185,,,DQ792687,DQ284219,,,DQ792647,,DQ347262,DQ347381,DQ282730,,DQ347169
Anura,Ranidae,Raninae,Rana coreana,2,,JQ837969,,,JQ837980,,,,,,,,,,
Anura,Ranidae,Raninae,Rana culaiensis,1,,,,,JF939132,,,,,,,,,,
Anura,Ranidae,Raninae,Rana dalmatina,9,AY043038,AY147941,KC800176,,AY147962,,,JX481930,JX481930,KC800312,KC798654,,,,KC800237
Anura,Ranidae,Raninae,Rana draytonii,1,,,,,KC736550,,,,,,,,,,
Anura,Ranidae,Raninae,Rana dunni,2,AY779222,AY779222,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana dybowskii,6,NC_023528,DQ289125,,,AF205090,,,NC_023528,NC_023528,GU225924,,,,,
Anura,Ranidae,Raninae,Rana fisheri,2,JF824091,,,,,,,,,,,JF824075,,,
Anura,Ranidae,Raninae,Rana forreri,6,DQ283103,DQ283103,,,,DQ284152,,,GU184250,,,DQ283818,DQ282678,,
Anura,Ranidae,Raninae,Rana graeca,3,AY043040,AY147942,,,AY147963 ,,,,,,,,,,
Anura,Ranidae,Raninae,Rana grylio,7,DQ283186,DQ283186,,,AY083297,DQ284220,,,AY206497,,,DQ283873,DQ282731,,
Anura,Ranidae,Raninae,Rana hanluica,2,,HQ228160,,,JF939136,,,,,,,,,,
Anura,Ranidae,Raninae,Rana heckscheri,8,DQ283191,DQ283191,,,AY083300,DQ284225,,,AY206495,,,DQ283878,DQ282736,,DQ282946
Anura,Ranidae,Raninae,Rana huanrensis,7,DQ359978,DQ289122,JN984557,,AF274924,,,,,GU225936,,DQ360031,,,DQ360062
Anura,Ranidae,Raninae,Rana iberica,4,AY043043,AY147944,,,AY147965,,,,,,KC798673,,,,
Anura,Ranidae,Raninae,Rana italica,4,AY043044,AY147945,,,EU595501,,,,,,KC798683,,,,
Anura,Ranidae,Raninae,Rana japonica,14,AB728192,AB058877,AB728216,,AF077395,DQ284177,AB728233,AY607313,AY607313,AB728250,AB728272,DQ283837,DQ282692,AB728306,AB728323
Anura,Ranidae,Raninae,Rana jiemuxiensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana johni,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana johnsi,9,AF206096,DQ283214,,,EU035175,DQ284245,,,FJ417170,,EF088271,DQ283894,DQ282754,,EU076799
Anura,Ranidae,Raninae,Rana juliani,2,AY779215,AY779215,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana kobai,2,AB685779,AB685779,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana kukunoris,8,KC465786,KC465786,JN984584,,JN984316,,,,,GQ285748,GQ285780,GQ285798,,,GQ285816
Anura,Ranidae,Raninae,Rana kunyuensis,5,DQ359980,DQ289111,,,,,,,,GU225937,,DQ360033,,,DQ360064
Anura,Ranidae,Raninae,Rana latastei,4,AY043039,AY147946,,,AY147967,,,,,,KC798698,,,,
Anura,Ranidae,Raninae,Rana lemosespinali,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana longicrus,3,AB058863,AB058881,,,EU035176,,,,,,,,,,
Anura,Ranidae,Raninae,Rana luteiventris,5,AY779194,AY779194,,,EU708871,,,GU056800,AY206467,,,,,,
Anura,Ranidae,Raninae,Rana macrocnemis,5,AY043048,AY147947,,,AY147960,,,AY607311,AY607311,,,,,,
Anura,Ranidae,Raninae,Rana macroglossa,2,AY779243,AY779243,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana maculata,6,DQ283303,DQ283303,,,,DQ284309,,,,,,DQ283951,DQ282803,,DQ282967
Anura,Ranidae,Raninae,Rana magnaocularis,3,AY779239,AY779239,,,,,,,GU184249,,,,,,
Anura,Ranidae,Raninae,Rana maoershanensis,1,,HQ228167,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana megapoda,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana miadis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana montezumae,2,AY779223,AY779223,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana muscosa,9,DQ283190,AY779195,,,AY680367 ,DQ284224,,AF314029,AF314029,,,DQ283877,DQ282735,,DQ282945
Anura,Ranidae,Raninae,Rana neovolcanica,2,AY779236,AY779236,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana okaloosae,4,AY779203,AY779203,,,DQ826043,,,,DQ792650,,,,,,
Anura,Ranidae,Raninae,Rana omeimontis,3,DQ289083,DQ289108,,,AF274928,,,,,,,,,,
Anura,Ranidae,Raninae,Rana omiltemana,2,AY779238,AY779238,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana onca,3,AY779249,AY779249,,,,,,,GU184222,,,,,,
Anura,Ranidae,Raninae,Rana ornativentris,3,AB058857,AB058875,,,AF077400,,,,,,,,,,
Anura,Ranidae,Raninae,Rana palmipes,7,DQ347037,DQ283384,,,,DQ284369,,,,,DQ347263,DQ347382,DQ282847,,DQ347170
Anura,Ranidae,Raninae,Rana palustris,8,AY779228,AY779228,,JN227143,,,,,JN227475,,DQ347264,DQ347383,JN227262,,EU769551
Anura,Ranidae,Raninae,Rana pipiens,11,DQ347039,Y10945,,JN227141,EU370725,DQ284167,,AF548613,JN227468,,DQ347265,DQ347384,DQ282686,,EU769542
Anura,Ranidae,Raninae,Rana pirica,3,AB058854,AB058872,,,AF077398,,,,,,,,,,
Anura,Ranidae,Raninae,Rana pretiosa,3,,,,,EU708876,,,AF314020,AF314020,,,,,,
Anura,Ranidae,Raninae,Rana pseudodalmatina,2,,AY145732,,,AY147969,,,,,,,,,,
Anura,Ranidae,Raninae,Rana psilonota,2,AY779217,AY779217,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana pueblae,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana pustulosa,2,AY779220,AY779220,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana pyrenaica,4,EU746401,AY147950,,,EU746403,,,,,,KC798702,,,,
Anura,Ranidae,Raninae,Rana sakuraii,2,,AB639590,,,,,,AB639750,,,,,,,
Anura,Ranidae,Raninae,Rana sangzhiensis,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana sauteri,6,DQ283124,DQ283124,,,HM989366,DQ284168,,,,,,DQ283832,,,DQ360060
Anura,Ranidae,Raninae,Rana septentrionalis,4,AY779200,AY779200,,,AY083273,,,,AY206487,,,,,,
Anura,Ranidae,Raninae,Rana sevosa,2,AY779230,AY779230,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana shuchinae,4,DQ359973,DQ289126,,,,,,,,,,DQ360026,,,DQ360057
Anura,Ranidae,Raninae,Rana sierrae,2,,,,,,,,JF727249,JF727249,,,,,,
Anura,Ranidae,Raninae,Rana sierramadrensis,2,AY779216,AY779216,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana spectabilis,2,AY779232,AY779232,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana sphenocephala,9,DQ347040,AY779252,,JN227095,,,,GQ289088,JN227426,,DQ347266,DQ347385,JN227258,,DQ347173
Anura,Ranidae,Raninae,Rana sylvatica,10,DQ347052,DQ283387,,,EU203546,DQ284373,,AF314017,AF314017,,DQ019511,DQ347397,DQ282849,,DQ347185
Anura,Ranidae,Raninae,Rana tagoi,3,AF218714,,,,,,,AB779812,,,AB779848,,,,
Anura,Ranidae,Raninae,Rana tarahumarae,5,DQ347041,AY779218,,,,,,,,,DQ347267,DQ347386,,,DQ347174
Anura,Ranidae,Raninae,Rana tavasensis,2,,AY145735,,,AY147970,,,,,,,,,,
Anura,Ranidae,Raninae,Rana taylori,2,AY779244,AY779244,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana temporaria,14,AY326063,AY326063,KC800184,EF017988,AY522428,DQ284269,EF018012,AF314018,AF314018,KC800339,AY323776,AF249119,,EF107369,AF249182
Anura,Ranidae,Raninae,Rana tlaloci,2,AY779234,AY779234,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana tsushimensis,3,AB058860,AB058878,,,,,,AB639752,,,,,,,
Anura,Ranidae,Raninae,Rana ulma,2,AB685781,AB685787,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana vaillanti,2,AY779214,AY779214,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana vibicaria,2,AY779208,AY779208,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rana virgatipes,4,AY779202,AY779202,,,AY083304,,,,AY206491,,,,,,
Anura,Ranidae,Raninae,Rana warszewitschii,8,DQ283256,DQ283256,,,,DQ284280,,AY607309,AY607309,,,DQ283925,DQ282777,,DQ282958
Anura,Ranidae,Raninae,Rana weiningensis,4,DQ359966,DQ359996,,,,,,,,,,DQ360012,,,DQ360050
Anura,Ranidae,Raninae,Rana yavapaiensis,6,DQ283272,DQ283272,,,,DQ284292,,,GU184234,,,DQ283936,DQ282787,,
Anura,Ranidae,Raninae,Rana zhengi,4,DQ359974,DQ289104,,,,,,,,,,DQ360027,,,DQ360058
Anura,Ranidae,Raninae,Rana zhenhaiensis,5,AY322318,AF315136,,,AF274926,,,,,,,AY322217,,,AY322346
Anura,Ranidae,Raninae,Rana zweifeli,2,AY779219,AY779219,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rugosa emelianjovi,4,AF205561,AF315155,,,,,,,,,,AY322218,,,AY322362
Anura,Ranidae,Raninae,Rugosa rugosa,3,AB430352,AB430352,,,AF205093,,,,,,,,,,
Anura,Ranidae,Raninae,Rugosa susurra,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Rugosa tiantaiensis,4,DQ359954,DQ359985,,,,,,,,,,DQ360007,,,DQ360038
Anura,Ranidae,Raninae,Sanguirana albotuberculata,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Sanguirana aurantipunctata,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Sanguirana everetti,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Sanguirana igorota,2,,,,,,,,,,,EU076754,,,,EU076798
Anura,Ranidae,Raninae,Sanguirana luzonensis,5,DQ346990,DQ347293,,,,,,,,,EU076755,DQ347351,,,DQ347135
Anura,Ranidae,Raninae,Sanguirana sanguinea,5,DQ347047,DQ347331,,,,,,,,,DQ347273,DQ347392,,,DQ347180
Anura,Ranidae,Raninae,Sanguirana tipanan,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Sanguirana varians,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Staurois guttatus,1,,KF052049,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Staurois latopalmatus,12,DQ346984,AB200966,AB612052,EF017987,AB360054,,EF018011,,FJ417166,AB360150,EF088277,AY322239,,EF107355,EU076805
Anura,Ranidae,Raninae,Staurois natator,6,DQ347020,DQ347312,,,AB259736,,,,,,DQ347250,DQ347371,,,DQ347155
Anura,Ranidae,Raninae,Staurois nubilus,0,,,,,,,,,,,,,,,
Anura,Ranidae,Raninae,Staurois parvus,3,AB259717,AB259722,,,AB259729,,,,,,,,,,
Anura,Ranidae,Raninae,Staurois tuberilinguis,8,AB259718,DQ283140,,,AB259733,DQ284180,,,,,EF088278,DQ283841,DQ282696,,EU076806
Anura,Ranixalidae,Ranixalinae,Indirana beddomii,3,GU143815,GU136104,,,GU136134,,,,,,,,,,
Anura,Ranixalidae,Ranixalinae,Indirana brachytarsus,4,JQ596691,JQ596647,,,,,,,,,JQ596751,JQ596801,,,
Anura,Ranixalidae,Ranixalinae,Indirana diplosticta,3,,JQ596679,,,,,,,,,JQ596757,JQ596797,,,
Anura,Ranixalidae,Ranixalinae,Indirana gundia,0,,,,,,,,,,,,,,,
Anura,Ranixalidae,Ranixalinae,Indirana leithii,4,JQ596717,JQ596673,,,,,,,,,JQ596740,JQ596778,,,
Anura,Ranixalidae,Ranixalinae,Indirana leptodactyla,4,JQ596725,JQ596685,,,,,,,,,JQ596761,JQ596805,,,
Anura,Ranixalidae,Ranixalinae,Indirana longicrus,0,,,,,,,,,,,,,,,
Anura,Ranixalidae,Ranixalinae,Indirana phrynoderma,0,,,,,,,,,,,,,,,
Anura,Ranixalidae,Ranixalinae,Indirana semipalmata,4,GU143816,GU136105,,,,,,,,,JQ596749,JQ596787,,,
Anura,Ranixalidae,Ranixalinae,Indirana tenuilingua,0,,,,,,,,,,,,,,,
Anura,Rhacophoridae,Buergeriinae,Buergeria buergeri,14,AY880478,AY880444,AB728215,AB612035,NC_008975,AB777226,AY948813,NC_008975,NC_008975,AB728249,AY948921,AY880623,,AY948866,AB612033
Anura,Rhacophoridae,Buergeriinae,Buergeria japonica,7,DQ283055,AY880491,,,AB530018,,,,,GQ285722,GQ285754,AY880624,,,GQ285801
Anura,Rhacophoridae,Buergeriinae,Buergeria oxycephala,8,GQ204782,AF458124,GQ204482,,EU924592,,,,,GQ285726,GQ285758,EU215556,,,EU924564
Anura,Rhacophoridae,Buergeriinae,Buergeria pollicaris,0,,,,,,,,,,,,,,,
Anura,Rhacophoridae,Buergeriinae,Buergeria robusta,3,U22083,AF026370,,,JF802985,,,,,,,,,,
