Taxon,Family,Subfamily,Scientific Name,Genes,12S,16S,BDNF,CXCR4,cytb,H3A,NCX1,ND1,ND2,POMC,RAG1,RHOD,SIA,SLC8A3,TYR
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus ruizi,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus saltuarius,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus sauli,9,EU342696,EU342696,HQ290609,,HQ290549,,HQ290729,HQ290971,HQ290971,HQ290849,,,,,HQ290909
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus shuar,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus sordidatus,3,EU342691,EU342691,,,HQ286373,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus spilotogaster,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus subpunctatus,12,EU342693,EU342693,HQ290611,,DQ502704,DQ502403,HQ290731,HQ290973,HQ290973,HQ290851,DQ503405,DQ503279,,,HQ290911
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus sylvaticus,8,EU342706,EU342706,,,DQ502424,DQ502281,,,,,DQ503286,DQ503178,DQ503042,,DQ503141
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus toachi,9,EU342744,EU342744,HQ290613,,HQ290553,,HQ290733,HQ290975,HQ290975,HQ290853,,,,,HQ290913
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus utcubambensis,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus vergeli,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus vertebralis,9,EU342715,EU342715,HQ290614,,HQ290554,,HQ290734,HQ290976,HQ290976,HQ290854,,,,,HQ290914
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus whymperi,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Hyloxalus yasuni,2,HQ286388,HQ286389,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne caquetio,1,,EU380838,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne collaris,9,HQ291004,HQ291004,HQ290641,,HQ290581,,HQ290761,HQ291004,HQ291004,HQ290881,,,,,HQ290941
Anura,Dendrobatidae,Dendrobatinae,Mannophryne cordilleriana,1,,EU380830,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne herminae,3,DQ502160,DQ502160,,,DQ502595,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne lamarcai,1,,EU380846,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne larandina,1,,EU380841,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne leonardoi,1,,EU380817,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne neblina,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne oblitterata,1,,EU380832,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne olmonae,3,HM010760,EU380825,,,DQ341163,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne orellana,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne riveroi,4,EU342503,EU380827,,,,,JX035997,,,JX036004,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne speeri,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne trinitatis,12,EU342504,DQ502131,,,DQ502562,DQ284108,GQ345227,JX564878,JX564878,JX036003,DQ503345,DQ503236,DQ503097,GQ345325,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne trujillensis,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne urticans,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne venezuelensis,3,DQ343209,DQ084070,,,DQ341125,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne vulcano,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Mannophryne yustizi,1,,EU380844,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Minyobates steyermarki,4,DQ371310,AY263244,,,DQ371340,,,,,,EU325904,,,,
Anura,Dendrobatidae,Dendrobatinae,Oophaga arborea,7,DQ502036,DQ502036,,,AF120015,DQ502306,,,,,DQ503312,DQ503197,DQ503060,,
Anura,Dendrobatidae,Dendrobatinae,Oophaga granulifera,7,EU342659,EU342659,,,AF120016,DQ502305,,,,,DQ503311,DQ503196,DQ503059,,
Anura,Dendrobatidae,Dendrobatinae,Oophaga histrionica,11,EU342662,EU342662,HQ290622,,DQ502537,DQ502331,,HQ290985,HQ290985,,EU325915,DQ503221,DQ503083,,HQ290922
Anura,Dendrobatidae,Dendrobatinae,Oophaga lehmanni,7,DQ502034,DQ502034,,,DQ502465,DQ502304,,,,,DQ503310,DQ503195,DQ503058,,
Anura,Dendrobatidae,Dendrobatinae,Oophaga occultator,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Oophaga pumilio,8,EU342664,EU342664,HQ290625,,EU934639,,,HQ290988,HQ290988,,EU325918,,,,HQ290925
Anura,Dendrobatidae,Dendrobatinae,Oophaga speciosa,7,X86232,DQ502037,,,AF120014,DQ502307,,,,,EU325916,DQ503198,DQ503061,,
Anura,Dendrobatidae,Dendrobatinae,Oophaga sylvatica,10,EU342661,EU342661,HQ290627,,AF324041,DQ502312,,HQ290990,HQ290990,,DQ503317,,DQ503065,,HQ290927
Anura,Dendrobatidae,Dendrobatinae,Oophaga vicentei,6,DQ502167,DQ502167,,,DQ502602,DQ502365,,,,,DQ503364,,DQ503115,,
Anura,Dendrobatidae,Dendrobatinae,Phyllobates aurotaenia,12,EU342640,EU342640,HQ290642,,AF324034,DQ502356,HQ290762,HQ291005,HQ291005,HQ290882,DQ503356,,DQ503106,,HQ290942
Anura,Dendrobatidae,Dendrobatinae,Phyllobates bicolor,5,AY326031,AY326031,,,AF324035,DQ502377,,,,,EU325920,,,,
Anura,Dendrobatidae,Dendrobatinae,Phyllobates lugubris,7,EU342637,EU342637,,,AF324038,DQ502302,,,,,DQ503306,DQ503193,DQ282655,,
Anura,Dendrobatidae,Dendrobatinae,Phyllobates terribilis,13,EU342639,EU342639,HQ290643,,AF324037,DQ502376,HQ290763,HQ291006,HQ291006,HQ290883,DQ503358,DQ503244,DQ503110,,HQ290943
Anura,Dendrobatidae,Dendrobatinae,Phyllobates vittatus,10,FJ882833,EU342635,,EF107459,AF324039,,EF107234,FJ882833,,,DQ503355,,DQ503105,EF107382,DQ503166
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya amazonica,3,AF482770,AF482785,,,AF482800 ,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya benedicta,2,EU736205,EU736221,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya cyanovittata,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya defleri,3,JN635779,GU062191,,,JN635908,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya fantastica,4,EU342683,EU342683,,,EU736194,,,,,,EU325919,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya flavovittata,4,DQ371306,DQ371317,,,JN635930,,,,,,EU325917,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya imitator,4,EU342672,EU342672,,,AF412513,,,,,,EU325911,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya reticulata,6,EU342686,EU342686,,,DQ502551,DQ502336,,,,,DQ503336,DQ503226,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya sirensis,3,JN635772,JN635874,,,JN635957,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya summersi,3,JN635789,JN635844,,,JN635917,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya toraro,3,JN635804,JN635877,,,JN635934,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya uakarii,3,DQ371305,DQ371316,,,JN635895,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya vanzolinii,7,EU342674,EU342674,,,DQ502669,DQ502314,,,,,DQ503318,DQ503204,DQ503067,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya variabilis,4,EU342679,EU342679,,,AF412520,,,,,,EU325922,,,,
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya ventrimaculata,11,EU342685,EU342681,HQ290630,,DQ502697,DQ502396,,HQ290993,HQ290993,,EU325907,DQ503205,DQ503068,,DQ503148
Anura,Dendrobatidae,Dendrobatinae,Ranitomeya yavaricola,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Rheobates palmatus,10,EU342508,DQ502263,HQ290605,,DQ502694,,HQ290725,HQ290967,HQ290967,HQ290845,,DQ503271,,,DQ503172
Anura,Dendrobatidae,Dendrobatinae,Rheobates pseudopalmatus,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia dalyi,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia erasmios,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia flotator,12,EU342590,EU342588,HQ290597,,DQ502599,DQ502363,HQ290717,HQ290957,HQ290957,HQ290837,DQ503362,DQ503246,,,HQ290897
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia gutturalis,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia minima,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia minutissima,0,,,,,,,,,,,,,,,
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia nubicola,13,EU342582,EU342582,HQ290604,,DQ502536,DQ502330,HQ290724,HQ290966,HQ290966,HQ290844,DQ503359,DQ503220,DQ503082,,HQ290904
Anura,Dendrobatidae,Dendrobatinae,Silverstoneia punctiventris,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Allopaa barmoachensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Allopaa hazarensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Chrysopaa sternosignata,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Euphlyctis aloysii,1,,AB530594,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Euphlyctis cyanophlyctis,9,DQ346962,AY014366,AB489062,AB488919,AF249071,,AB488936,,,,DQ347205,AF249111,,,AF249174
Anura,Dicroglossidae,Dicroglossinae,Euphlyctis ehrenbergii,1,,AY014367,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Euphlyctis ghoshi,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Euphlyctis hexadactylus,5,AB273172,AF215389,,,AB274169,,,NC_014584,NC_014584,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Euphlyctis mudigere,1,,AB530599,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya altilabris,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya andamanensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya asmati,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya assimilis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya brama,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya brevipalmata,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya cancrivora,8,NC_012647,EU979849,,,AB444705,,,NC_012647,NC_012647,,HM163581,DQ458259,,,EU980029
Anura,Dicroglossidae,Dicroglossinae,Fejervarya caperata,8,AB488871,AB355845,AB489055,AB488912,,,AB488929,,,,AB488970,AB489031,,,AB489010
Anura,Dicroglossidae,Dicroglossinae,Fejervarya chilapata,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya frithi,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya granosa,8,AB488872,AB355838,AB489056,AB488913,,,AB488930,,,,AB488971,AB489032,,,AB489011
Anura,Dicroglossidae,Dicroglossinae,Fejervarya greenii,3,,AY014378,,AB488910,,,AB488927,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya iskandari,9,AB526324,AB277303,AB489045,AB277316,AB296085,,AB277328,,,,AB488954,AB489021,,,AB277355
Anura,Dicroglossidae,Dicroglossinae,Fejervarya kawamurai,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya keralensis,2,JX573190,JX573181,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya kirtisinghei,8,AB488867,AY014380,AB489052,AB488909,,,AB488926,,,,AB488967,AB489028,,,AB489007
Anura,Dicroglossidae,Dicroglossinae,Fejervarya kudremukhensis,8,AB488875,AB355841,AB489059,AB488916,,,AB488933,,,,AB488974,AB489035,,,AB489014
Anura,Dicroglossidae,Dicroglossinae,Fejervarya limnocharis,15,NC_005055,AF206466,AB489044,AB277307,AB296096,DQ284356,AB277321,NC_005055,NC_005055,AB526646,HM163580,DQ458271,AY844787,AB526674,EU980027
Anura,Dicroglossidae,Dicroglossinae,Fejervarya modesta,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya modestus,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya moodiei,1,,AB530508,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya mudduraja,8,AB488873,AB355835,AB489057,AB488914,,,AB488931,,,,AB488973,AB489033,,,AB489012
Anura,Dicroglossidae,Dicroglossinae,Fejervarya multistriata,6,AB488861,AB354242,AB500235,,,,,,,,AB500229,AB500258,,,AB500266
Anura,Dicroglossidae,Dicroglossinae,Fejervarya murthii,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya mysorensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya nepalensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya nicobariensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya nilagirica,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya orissaensis,8,AB277289,AB277304,AB500236,AB277317,,,AB277329,,,,AB277343,AB500259,,,AB277356
Anura,Dicroglossidae,Dicroglossinae,Fejervarya parambikulamana,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya pierrei,8,AB488865,AB488888,AB489051,AB488908,,,AB488925,,,,AB488966,AB489027,,,AB489006
Anura,Dicroglossidae,Dicroglossinae,Fejervarya raja,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya rufescens,8,AB488874,AB167945,AB489058,AB488915,,,AB488932,,,,AB488949,AB489034,,,AB489013
Anura,Dicroglossidae,Dicroglossinae,Fejervarya sahyadris,1,,AB530605,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya sakishimensis,8,AB488863,AB488886,AB489049,AB488906,,,AB488923,,,,AB488964,AB489025,,,AB489004
Anura,Dicroglossidae,Dicroglossinae,Fejervarya sauriceps,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya sengupti,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya syhadrensis,9,DQ346960,AY141843,AB489054,AB488911,AF249072,,AB488928,,,,DQ347203,AF249107,,,AF249170
Anura,Dicroglossidae,Dicroglossinae,Fejervarya teraiensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya triora,8,AB488860,DQ860095,AB489046,AB488905,,,AB488922,,,,AB488963,AB489022,,,AB489003
Anura,Dicroglossidae,Dicroglossinae,Fejervarya verruculosa,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Fejervarya vittigera,2,AY313683,AY313683,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Hoplobatrachus crassus,6,DQ346972,AF249044,,,AF249090,,,,,,DQ347211,AF249109,,,AF249172
Anura,Dicroglossidae,Dicroglossinae,Hoplobatrachus litoralis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Hoplobatrachus occipitalis,7,DQ346979,DQ283059,,,AJ564733,DQ284090,,,,,DQ347217,DQ283787,,,EU980026
Anura,Dicroglossidae,Dicroglossinae,Hoplobatrachus rugulosus,10,DQ346985,AF206465,,,AB290600,DQ284181,,NC_019615,NC_019615,,DQ347222,DQ458257,DQ282697,,EU980024
Anura,Dicroglossidae,Dicroglossinae,Hoplobatrachus tigerinus,13,AB290422,FJ008057,AB489063,AB277319,AB274074,,AB277331,NC_014581,NC_014581,AB777232,AB488958,AB489039,,AB777233,AB277358
Anura,Dicroglossidae,Dicroglossinae,Limnonectes acanthi,3,AY313724,AY313724,,,,,,,,,JF744603,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes arathooni,3,AY313744,AY313744,,,,,,,,,JF744589,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes asperatus,2,AF183127,HM067241,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes bannaensis,6,NC_012837,AY899242,,,FJ349547,,,NC_012837,NC_012837,,AB568580,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes blythii,5,AF206082,AF206463,,,JQ287723,,,,,JQ180450,,,,,GU934456
Anura,Dicroglossidae,Dicroglossinae,Limnonectes dabanus,4,AF206115,AF206496,,,,,,,,GU934415,,,,,GU934457
Anura,Dicroglossidae,Dicroglossinae,Limnonectes dammermani,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes diuatus,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes doriae,3,,GU934330,,,,,,,,GU934416,,,,,GU934458
Anura,Dicroglossidae,Dicroglossinae,Limnonectes ferneri,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes finchi,4,AY322306,AY322295,,,,,,,,,,AY322230,,,AY322355
Anura,Dicroglossidae,Dicroglossinae,Limnonectes fragilis,8,AY703867,AY703854,,,FJ349551,,,AY899241,AY899241,,HM163611,DQ458270,,,EU980020
Anura,Dicroglossidae,Dicroglossinae,Limnonectes fujianensis,8,AY703865,DQ118518,,,FJ349402,,,NC_007440,NC_007440,,HM163582,DQ458260,,,DQ458275
Anura,Dicroglossidae,Dicroglossinae,Limnonectes grunniens,7,DQ283202,U66125,,,,DQ284234,,,,,JF744488,DQ283885,DQ282745,,EU980023
Anura,Dicroglossidae,Dicroglossinae,Limnonectes gyldenstolpei,4,AY880453,AY880440,,,,,,,,GU934417,,,,,GU934459
Anura,Dicroglossidae,Dicroglossinae,Limnonectes hascheanus,4,AY880488,AY880449,,,,,,,,GU934454,,,,,GU934496
Anura,Dicroglossidae,Dicroglossinae,Limnonectes heinrichi,3,AY313749,AY313749,,,,,,,,,JF744563,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes ibanorum,2,U66122,U66123,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes ingeri,2,U55268,U55275,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes isanensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes jarujini,3,AB558940,AB558951,,,,,,,,,AB568574,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes kadarsani,2,AY313693,AY313693,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes kenepaiensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes khammonensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes khasianus,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes kohchangae,3,,GU934332,,,,,,,,GU934418,,,,,GU934460
Anura,Dicroglossidae,Dicroglossinae,Limnonectes kuhlii,9,AY703869,DQ283370,,,FJ349553,DQ284355,,,,GU934419,DQ347232,AF249116,DQ282835,,EU980019
Anura,Dicroglossidae,Dicroglossinae,Limnonectes laticeps,9,AF183125,AB277306,AB489065,AB277320,AB488856,,AB277332,,,,AB488960,AB489041,,,AB277359
Anura,Dicroglossidae,Dicroglossinae,Limnonectes leporinus,3,AY313691,AY313691,,,,,,,,,JF744487,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes leytensis,3,AY313702,AY313695,,,,,,,,,JF744594,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes limborgi,6,DQ347061,AF261269,,,,,,,,GU934450,DQ347286,DQ347407,,,GU934492
Anura,Dicroglossidae,Dicroglossinae,Limnonectes macrocephalus,3,AY880472,AY313713,,,,,,,,,JF744592,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes macrodon,2,U66132,U66133,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes macrognathus,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes magnus,8,DQ347022,AY313706,,EF017994,,,EF018019,,,,JF744593,DQ347373,,EF107377,DQ347157
Anura,Dicroglossidae,Dicroglossinae,Limnonectes malesianus,2,AY313692,AY313692,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes mawlyndipi,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes megastomias,3,HM067351,AB526314,,,,,,,,,AB568577,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes micrixalus,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes microdiscus,2,AY313688,AY313688,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes microtympanum,3,AY313746,AY313746,,,,,,,,,JF744587,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes modestus,5,AY313766,AY313766,,,,,,,,,JF744601,EU979930,,,EU980021
Anura,Dicroglossidae,Dicroglossinae,Limnonectes namiyei,3,AB526310,AB526310,,,,,,,,,AB568578,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes nitidus,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes palavanensis,3,U55266,U55273,,,,,,,,,JF744602,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes paramacrodon,2,AY882574,AY313690,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes parvus,3,AY313694,AY313694,,,,,,,,,JF744446,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes plicatellus,1,,AB530624,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes poilani,6,DQ283378,DQ283378,,,,DQ284364,,,,,,DQ283997,DQ282841,,DQ282989
Anura,Dicroglossidae,Dicroglossinae,Limnonectes rhacoda,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes shompenorum,5,EU979734,EU979794,,,,,,,,,HM163583,EU979931,,,EU980022
Anura,Dicroglossidae,Dicroglossinae,Limnonectes sisikdagu,2,JF836881,JF836881,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes taylori,3,AB558939,AB558939,,,,,,,,,AB568570,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes timorensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes tweediei,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes visayanus,3,AY313720,AY313720,,,,,,,,,JF744596,,,,
Anura,Dicroglossidae,Dicroglossinae,Limnonectes woodworthi,3,AY313709,AY313712,,,,,,,,,JF744597,,,,
Anura,Dicroglossidae,Dicroglossinae,Nannophrys ceylonensis,10,DQ346975,AF215394,GQ204480,,AF249093,,AY948809,AY948731,,,AY948917,AF249112,,AY948855,AF249175
Anura,Dicroglossidae,Dicroglossinae,Nannophrys guentheri,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nannophrys marmorata,2,AY141798,AF215395,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nannophrys naeyakai,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana aenea,5,AF206093,AF206474,,,,,,,,,HM163609,EU979895,,,EU979986
Anura,Dicroglossidae,Dicroglossinae,Nanorana annandalii,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana arnoldi,4,EU979711,EU979838,,,,,,,,,,EU979854,,,EU979949
Anura,Dicroglossidae,Dicroglossinae,Nanorana blanfordii,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana chayuensis,5,FJ588650,FJ588651,,,,,,,,,HM163587,EU979852,,,EU979946
Anura,Dicroglossidae,Dicroglossinae,Nanorana conaensis,5,EU979774,EU979834,,,,,,,,,HM163589,EU979874,,,EU979965
Anura,Dicroglossidae,Dicroglossinae,Nanorana ercepeae,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana feae,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana gammii,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana kangxianensis,2,,,,,,,,,JN016871,,,,,,JX263299
Anura,Dicroglossidae,Dicroglossinae,Nanorana liebigii,5,EU979701,DQ118500,,,,,,,,,HM163607,EU979863,,,EU979955
Anura,Dicroglossidae,Dicroglossinae,Nanorana maculosa,5,EU979707,EU979835,,,,,,,,,HM163588,EU979860,,,EU979951
Anura,Dicroglossidae,Dicroglossinae,Nanorana medogensis,5,EU979705,DQ118507,,,,,,,,,HM163590,EU979861,,,EU979953
Anura,Dicroglossidae,Dicroglossinae,Nanorana minica,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana mokokchungensis,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana parkeri,5,AF206110,AF206491,,,,,,,,,DQ019501,EU979873,,,EU979964
Anura,Dicroglossidae,Dicroglossinae,Nanorana pleskei,8,HQ324232,AF206492,,,NC_016119,,,NC_016119,NC_016119,,DQ347225,AY322235,,,EU979961
Anura,Dicroglossidae,Dicroglossinae,Nanorana polunini,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana quadranus,7,GQ225906,GQ225932,,,,,,HM054413,JX263230,,HM163591,EU979886,,,EU979981
Anura,Dicroglossidae,Dicroglossinae,Nanorana rarica,0,,,,,,,,,,,,,,,
Anura,Dicroglossidae,Dicroglossinae,Nanorana rostandi,0,,,,,,,,,,,,,,,
