"","Taxon","Family","Subfamily","Clade","Constraint","Scientific.Name","Data","Genes","Length"
"Bolitoglossa_zapoteca","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Bolitoglossa","Bolitoglossa zapoteca",1,2,1162
"Bradytriton_silus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Bradytriton","Bradytriton silus",1,2,1058
"Chiropterotriton_arboreus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton arboreus",1,1,489
"Chiropterotriton_chiropterus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton chiropterus",0,0,0
"Chiropterotriton_chondrostega","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton chondrostega",1,1,488
"Chiropterotriton_cracens","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton cracens",1,1,489
"Chiropterotriton_dimidiatus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton dimidiatus",1,1,490
"Chiropterotriton_lavae","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton lavae",1,1,492
"Chiropterotriton_magnipes","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton magnipes",1,1,481
"Chiropterotriton_mosaueri","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton mosaueri",0,0,0
"Chiropterotriton_multidentatus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton multidentatus",1,1,489
"Chiropterotriton_orculus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton orculus",1,1,492
"Chiropterotriton_priscus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton priscus",1,1,490
"Chiropterotriton_terrestris","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Chiropterotriton","Chiropterotriton terrestris",1,1,507
"Cryptotriton_alvarezdeltoroi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Cryptotriton","Cryptotriton alvarezdeltoroi",1,2,977
"Cryptotriton_monzoni","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Cryptotriton","Cryptotriton monzoni",0,0,0
"Cryptotriton_nasalis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Cryptotriton","Cryptotriton nasalis",1,1,384
"Cryptotriton_sierraminensis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Cryptotriton","Cryptotriton sierraminensis",1,2,894
"Cryptotriton_veraepacis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Cryptotriton","Cryptotriton veraepacis",1,3,1403
"Cryptotriton_wakei","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Cryptotriton","Cryptotriton wakei",0,0,0
"Dendrotriton_bromeliacius","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton bromeliacius",1,4,2506
"Dendrotriton_chujorum","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton chujorum",1,4,2518
"Dendrotriton_cuchumatanus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton cuchumatanus",1,4,2335
"Dendrotriton_kekchiorum","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton kekchiorum",1,4,2483
"Dendrotriton_megarhinus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton megarhinus",1,4,2498
"Dendrotriton_rabbi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton rabbi",1,4,2086
"Dendrotriton_sanctibarbarus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton sanctibarbarus",1,4,2503
"Dendrotriton_xolocalcae","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Dendrotriton","Dendrotriton xolocalcae",1,4,2498
"Ixalotriton_niger","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Ixalotriton","Ixalotriton niger",1,2,822
"Ixalotriton_parvus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Ixalotriton","Ixalotriton parvus",1,2,892
"Nototriton_abscondens","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton abscondens",1,6,3922
"Nototriton_barbouri","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton barbouri",1,2,876
"Nototriton_brodiei","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton brodiei",1,2,876
"Nototriton_gamezi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton gamezi",1,2,875
"Nototriton_guanacaste","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton guanacaste",1,2,875
"Nototriton_lignicola","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton lignicola",1,2,875
"Nototriton_limnospectator","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton limnospectator",1,2,873
"Nototriton_major","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton major",0,0,0
"Nototriton_matama","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton matama",1,2,898
"Nototriton_mime","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton mime",0,0,0
"Nototriton_picadoi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton picadoi",1,2,875
"Nototriton_picucha","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton picucha",1,2,1139
"Nototriton_richardi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton richardi",1,2,887
"Nototriton_saslaya","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton saslaya",1,2,1138
"Nototriton_stuarti","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton stuarti",1,2,1153
"Nototriton_tapanti","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton tapanti",0,0,0
"Nototriton_tomamorum","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nototriton","Nototriton tomamorum",1,2,878
"Nyctanolis_pernix","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Nyctanolis","Nyctanolis pernix",1,5,3742
"Oedipina_alfaroi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina alfaroi",0,0,0
"Oedipina_alleni","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina alleni",1,2,875
"Oedipina_altura","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina altura",0,0,0
"Oedipina_carablanca","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina carablanca",1,2,874
"Oedipina_chortiorum","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina chortiorum",0,0,0
"Oedipina_collaris","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina collaris",1,2,715
"Oedipina_complex","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina complex",1,2,875
"Oedipina_cyclocauda","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina cyclocauda",1,2,877
"Oedipina_elongata","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina elongata",1,2,873
"Oedipina_fortunensis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina fortunensis",0,0,0
"Oedipina_gephyra","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina gephyra",1,2,876
"Oedipina_gracilis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina gracilis",1,2,874
"Oedipina_grandis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina grandis",1,1,491
"Oedipina_ignea","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina ignea",0,0,0
"Oedipina_kasios","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina kasios",1,2,742
"Oedipina_koehleri","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina koehleri",1,2,874
"Oedipina_leptopoda","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina leptopoda",1,1,384
"Oedipina_maritima","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina maritima",1,2,875
"Oedipina_motaguae","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina motaguae",0,0,0
"Oedipina_nica","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina nica",1,4,2527
"Oedipina_nimaso","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina nimaso",0,0,0
"Oedipina_pacificensis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina pacificensis",1,2,955
"Oedipina_parvipes","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina parvipes",1,2,875
"Oedipina_paucidentata","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina paucidentata",0,0,0
"Oedipina_petiola","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina petiola",0,0,0
"Oedipina_poelzi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina poelzi",1,4,2768
"Oedipina_pseudouniformis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina pseudouniformis",1,2,879
"Oedipina_quadra","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina quadra",1,2,715
"Oedipina_salvadorensis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina salvadorensis",0,0,0
"Oedipina_savagei","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina savagei",1,2,874
"Oedipina_stenopodia","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina stenopodia",1,2,874
"Oedipina_stuarti","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina stuarti",0,0,0
"Oedipina_taylori","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina taylori",1,2,1322
"Oedipina_tomasi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina tomasi",1,2,873
"Oedipina_tzutujilorum","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina tzutujilorum",0,0,0
"Oedipina_uniformis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Oedipina","Oedipina uniformis",1,2,975
"Parvimolge_townsendi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Parvimolge","Parvimolge townsendi",1,4,2208
"Pseudoeurycea_ahuitzotl","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea ahuitzotl",0,0,0
"Pseudoeurycea_altamontana","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea altamontana",1,2,1063
"Pseudoeurycea_amuzga","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea amuzga",0,0,0
"Pseudoeurycea_anitae","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea anitae",1,1,491
"Pseudoeurycea_aquatica","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea aquatica",0,0,0
"Pseudoeurycea_aurantia","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea aurantia",1,1,517
"Pseudoeurycea_bellii","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea bellii",1,2,1059
"Pseudoeurycea_boneti","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea boneti",1,2,867
"Pseudoeurycea_brunnata","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea brunnata",1,2,922
"Pseudoeurycea_cafetalera","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea cafetalera",1,1,514
"Pseudoeurycea_cephalica","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea cephalica",1,2,1056
"Pseudoeurycea_cochranae","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea cochranae",1,2,1063
"Pseudoeurycea_conanti","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea conanti",1,3,2078
"Pseudoeurycea_exspectata","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea exspectata",1,1,493
"Pseudoeurycea_firscheini","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea firscheini",1,2,1064
"Pseudoeurycea_gadovii","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea gadovii",1,1,494
"Pseudoeurycea_galeanae","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea galeanae",1,2,1060
"Pseudoeurycea_gigantea","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea gigantea",1,2,1061
"Pseudoeurycea_goebeli","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea goebeli",1,1,494
"Pseudoeurycea_juarezi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea juarezi",1,2,1178
"Pseudoeurycea_kuautli","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea kuautli",0,0,0
"Pseudoeurycea_leprosa","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea leprosa",1,2,1150
"Pseudoeurycea_lineola","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea lineola",1,2,1034
"Pseudoeurycea_longicauda","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea longicauda",1,2,1063
"Pseudoeurycea_lynchi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea lynchi",1,2,1064
"Pseudoeurycea_maxima","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea maxima",1,2,852
"Pseudoeurycea_melanomolga","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea melanomolga",1,2,1063
"Pseudoeurycea_mixcoatl","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea mixcoatl",0,0,0
"Pseudoeurycea_mixteca","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea mixteca",0,0,0
"Pseudoeurycea_mystax","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea mystax",1,2,1176
"Pseudoeurycea_naucampatepetl","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea naucampatepetl",1,1,380
"Pseudoeurycea_nigromaculata","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea nigromaculata",1,1,494
"Pseudoeurycea_obesa","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea obesa",1,2,1064
"Pseudoeurycea_orchileucos","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea orchileucos",1,2,1064
"Pseudoeurycea_orchimelas","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea orchimelas",0,0,0
"Pseudoeurycea_papenfussi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea papenfussi",1,2,1061
"Pseudoeurycea_praecellens","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea praecellens",0,0,0
"Pseudoeurycea_quetzalanensis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea quetzalanensis",1,1,514
"Pseudoeurycea_rex","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea rex",1,6,4521
"Pseudoeurycea_robertsi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea robertsi",1,2,1062
"Pseudoeurycea_ruficauda","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea ruficauda",1,2,1059
"Pseudoeurycea_saltator","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea saltator",1,2,1061
"Pseudoeurycea_scandens","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea scandens",1,1,490
"Pseudoeurycea_smithi","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea smithi",1,2,1062
"Pseudoeurycea_tenchalli","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea tenchalli",1,2,1061
"Pseudoeurycea_teotepec","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea teotepec",0,0,0
"Pseudoeurycea_tlahcuiloh","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea tlahcuiloh",0,0,0
"Pseudoeurycea_tlilicxitl","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea tlilicxitl",0,0,0
"Pseudoeurycea_unguidentis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea unguidentis",1,2,1061
"Pseudoeurycea_werleri","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Pseudoeurycea","Pseudoeurycea werleri",1,3,1624
"Thorius_adelos","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius adelos",0,0,0
"Thorius_arboreus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius arboreus",1,2,1387
"Thorius_aureus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius aureus",1,2,1386
"Thorius_boreas","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius boreas",1,2,1387
"Thorius_dubitus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius dubitus",1,3,1995
"Thorius_grandis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius grandis",1,2,1258
"Thorius_infernalis","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius infernalis",0,0,0
"Thorius_insperatus","Caudata","Plethodontidae","Bolitoglossinae","Bolitoglossinae","Thorius","Thorius insperatus",1,1,570
