"","Taxon","Family","Subfamily","Clade","Constraint","Scientific.Name","Data","Genes","Length"
"Hyperolius_vilhenai","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius vilhenai",0,0,0
"Hyperolius_viridiflavus","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius viridiflavus",1,8,5966
"Hyperolius_viridigulosus","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius viridigulosus",0,0,0
"Hyperolius_viridis","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius viridis",1,3,1389
"Hyperolius_watsonae","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius watsonae",0,0,0
"Hyperolius_wermuthi","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius wermuthi",0,0,0
"Hyperolius_xenorhinus","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius xenorhinus",0,0,0
"Hyperolius_zonatus","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Hyperolius","Hyperolius zonatus",1,1,458
"Kassina_arboricola","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina arboricola",0,0,0
"Kassina_cassinoides","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina cassinoides",0,0,0
"Kassina_cochranae","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina cochranae",0,0,0
"Kassina_decorata","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina decorata",0,0,0
"Kassina_fusca","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina fusca",0,0,0
"Kassina_jozani","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina jozani",0,0,0
"Kassina_kuvangensis","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina kuvangensis",0,0,0
"Kassina_lamottei","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina lamottei",0,0,0
"Kassina_maculata","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina maculata",1,3,2173
"Kassina_maculifer","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina maculifer",0,0,0
"Kassina_maculosa","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina maculosa",1,1,547
"Kassina_mertensi","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina mertensi",0,0,0
"Kassina_schioetzi","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina schioetzi",0,0,0
"Kassina_senegalensis","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina senegalensis",1,6,3097
"Kassina_somalica","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina somalica",0,0,0
"Kassina_wazae","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassina","Kassina wazae",0,0,0
"Kassinula_wittei","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Kassinula","Kassinula wittei",0,0,0
"Morerella_cyanophthalma","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Morerella","Morerella cyanophthalma",1,3,1209
"Opisthothylax_immaculatus","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Opisthothylax","Opisthothylax immaculatus",1,5,3430
"Paracassina_kounhiensis","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Paracassina","Paracassina kounhiensis",0,0,0
"Paracassina_obscura","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Paracassina","Paracassina obscura",0,0,0
"Phlyctimantis_boulengeri","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Phlyctimantis","Phlyctimantis boulengeri",0,0,0
"Phlyctimantis_keithae","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Phlyctimantis","Phlyctimantis keithae",0,0,0
"Phlyctimantis_leonardi","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Phlyctimantis","Phlyctimantis leonardi",1,4,2690
"Phlyctimantis_verrucosus","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Phlyctimantis","Phlyctimantis verrucosus",1,1,340
"Semnodactylus_wealii","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Semnodactylus","Semnodactylus wealii",1,3,1217
"Tachycnemis_seychellensis","Anura","Hyperoliidae","Hyperoliinae","Hyperoliinae","Tachycnemis","Tachycnemis seychellensis",1,9,4994
"Leiopelma_archeyi","Anura","Leiopelmatidae","Leiopelmatinae","Leiopelmatinae_1","Leiopelma","Leiopelma archeyi",1,13,9349
"Leiopelma_hamiltoni","Anura","Leiopelmatidae","Leiopelmatinae","Leiopelmatinae_2","Leiopelma","Leiopelma hamiltoni",1,4,2026
"Leiopelma_hochstetteri","Anura","Leiopelmatidae","Leiopelmatinae","Leiopelmatinae_3","Leiopelma","Leiopelma hochstetteri",1,11,8859
"Leiopelma_pakeka","Anura","Leiopelmatidae","Leiopelmatinae","Leiopelmatinae_4","Leiopelma","Leiopelma pakeka",1,1,299
"Edalorhina_nasuta","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Edalorhina","Edalorhina nasuta",0,0,0
"Edalorhina_perezi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Edalorhina","Edalorhina perezi",1,6,3696
"Engystomops_coloradorum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops coloradorum",1,2,2285
"Engystomops_freibergi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops freibergi",1,4,3373
"Engystomops_guayaco","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops guayaco",1,2,2282
"Engystomops_montubio","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops montubio",1,4,3465
"Engystomops_petersi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops petersi",1,7,4738
"Engystomops_pustulatus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops pustulatus",1,2,2249
"Engystomops_pustulosus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops pustulosus",1,7,6409
"Engystomops_puyango","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops puyango",1,4,3334
"Engystomops_randi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Engystomops","Engystomops randi",1,2,2257
"Eupemphix_nattereri","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Eupemphix","Eupemphix nattereri",1,5,3899
"Physalaemus_aguirrei","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus aguirrei",0,0,0
"Physalaemus_albifrons","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus albifrons",0,0,0
"Physalaemus_albonotatus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus albonotatus",1,2,2249
"Physalaemus_angrensis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus angrensis",0,0,0
"Physalaemus_atlanticus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus atlanticus",1,2,2264
"Physalaemus_barrioi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus barrioi",1,2,2240
"Physalaemus_biligonigerus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus biligonigerus",1,2,2252
"Physalaemus_bokermanni","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus bokermanni",0,0,0
"Physalaemus_caete","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus caete",0,0,0
"Physalaemus_camacan","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus camacan",0,0,0
"Physalaemus_centralis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus centralis",1,2,1374
"Physalaemus_cicada","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus cicada",0,0,0
"Physalaemus_crombiei","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus crombiei",1,2,2264
"Physalaemus_cuqui","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus cuqui",0,0,0
"Physalaemus_cuvieri","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus cuvieri",1,8,5240
"Physalaemus_deimaticus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus deimaticus",0,0,0
"Physalaemus_ephippifer","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus ephippifer",1,2,2279
"Physalaemus_erikae","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus erikae",0,0,0
"Physalaemus_erythros","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus erythros",0,0,0
"Physalaemus_evangelistai","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus evangelistai",0,0,0
"Physalaemus_feioi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus feioi",0,0,0
"Physalaemus_fernandezae","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus fernandezae",0,0,0
"Physalaemus_fischeri","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus fischeri",0,0,0
"Physalaemus_gracilis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus gracilis",1,4,2086
"Physalaemus_henselii","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus henselii",1,2,2253
"Physalaemus_insperatus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus insperatus",0,0,0
"Physalaemus_irroratus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus irroratus",0,0,0
"Physalaemus_jordanensis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus jordanensis",0,0,0
"Physalaemus_kroyeri","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus kroyeri",0,0,0
"Physalaemus_lateristriga","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus lateristriga",0,0,0
"Physalaemus_lisei","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus lisei",0,0,0
"Physalaemus_maculiventris","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus maculiventris",0,0,0
"Physalaemus_marmoratus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus marmoratus",0,0,0
"Physalaemus_maximus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus maximus",0,0,0
"Physalaemus_moreirae","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus moreirae",0,0,0
"Physalaemus_nanus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus nanus",0,0,0
"Physalaemus_obtectus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus obtectus",0,0,0
"Physalaemus_olfersii","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus olfersii",1,2,2250
"Physalaemus_orophilus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus orophilus",0,0,0
"Physalaemus_riograndensis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus riograndensis",1,2,2287
"Physalaemus_rupestris","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus rupestris",0,0,0
"Physalaemus_santafecinus","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus santafecinus",0,0,0
"Physalaemus_signifer","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus signifer",1,2,2254
"Physalaemus_soaresi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus soaresi",0,0,0
"Physalaemus_spiniger","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Physalaemus","Physalaemus spiniger",1,2,2259
"Pleurodema_alium","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema alium",1,4,2901
"Pleurodema_bibroni","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema bibroni",1,6,3098
"Pleurodema_borellii","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema borellii",1,4,2904
"Pleurodema_brachyops","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema brachyops",1,7,4141
"Pleurodema_bufoninum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema bufoninum",1,3,1889
"Pleurodema_cinereum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema cinereum",1,4,2904
"Pleurodema_cordobae","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema cordobae",1,2,2117
"Pleurodema_diplolister","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema diplolister",1,6,4162
"Pleurodema_fuscomaculatum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema fuscomaculatum",0,0,0
"Pleurodema_guayapae","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema guayapae",1,2,2206
"Pleurodema_kriegi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema kriegi",1,4,2888
"Pleurodema_marmoratum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema marmoratum",1,5,2092
"Pleurodema_nebulosum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema nebulosum",1,4,2887
"Pleurodema_thaul","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema thaul",1,6,4273
"Pleurodema_tucumanum","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pleurodema","Pleurodema tucumanum",1,4,2904
"Pseudopaludicola_ameghini","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola ameghini",0,0,0
"Pseudopaludicola_boliviana","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola boliviana",0,0,0
"Pseudopaludicola_canga","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola canga",0,0,0
"Pseudopaludicola_ceratophryes","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola ceratophryes",0,0,0
"Pseudopaludicola_facureae","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola facureae",0,0,0
"Pseudopaludicola_falcipes","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola falcipes",1,10,5955
"Pseudopaludicola_giarettai","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola giarettai",0,0,0
"Pseudopaludicola_hyleaustralis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola hyleaustralis",0,0,0
"Pseudopaludicola_llanera","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola llanera",0,0,0
"Pseudopaludicola_mineira","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola mineira",0,0,0
"Pseudopaludicola_murundu","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola murundu",0,0,0
"Pseudopaludicola_mystacalis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola mystacalis",1,1,532
"Pseudopaludicola_parnaiba","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola parnaiba",0,0,0
"Pseudopaludicola_pusilla","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola pusilla",0,0,0
"Pseudopaludicola_saltica","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola saltica",0,0,0
"Pseudopaludicola_ternetzi","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Pseudopaludicola","Pseudopaludicola ternetzi",0,0,0
"Somuncuria_somuncurensis","Anura","Leptodactylidae","Leiuperinae","Leiuperinae","Somuncuria","Somuncuria somuncurensis",0,0,0
"Adenomera_ajurauna","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera ajurauna",0,0,0
"Adenomera_andreae","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera andreae",1,10,6956
"Adenomera_araucaria","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera araucaria",1,6,4263
"Adenomera_bokermanni","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera bokermanni",0,0,0
"Adenomera_coca","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera coca",0,0,0
"Adenomera_cotuba","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera cotuba",0,0,0
"Adenomera_diptyx","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera diptyx",1,6,4100
"Adenomera_engelsi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera engelsi",1,6,4240
"Adenomera_heyeri","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera heyeri",1,6,3123
"Adenomera_hylaedactyla","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera hylaedactyla",1,7,4541
"Adenomera_juikitam","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera juikitam",0,0,0
"Adenomera_lutzi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera lutzi",1,6,3171
"Adenomera_marmorata","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera marmorata",0,0,0
"Adenomera_martinezi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera martinezi",1,6,4156
"Adenomera_nana","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera nana",0,0,0
"Adenomera_saci","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera saci",0,0,0
"Adenomera_simonstuarti","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera simonstuarti",0,0,0
"Adenomera_thomei","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Adenomera","Adenomera thomei",1,6,4150
"Hydrolaetare_caparu","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Hydrolaetare","Hydrolaetare caparu",1,6,4022
"Hydrolaetare_dantasi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Hydrolaetare","Hydrolaetare dantasi",0,0,0
"Hydrolaetare_schmidti","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Hydrolaetare","Hydrolaetare schmidti",0,0,0
"Leptodactylus_albilabris","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus albilabris",1,3,2717
"Leptodactylus_bolivianus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus bolivianus",1,1,789
"Leptodactylus_bufonius","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus bufonius",1,2,1380
"Leptodactylus_caatingae","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus caatingae",0,0,0
"Leptodactylus_camaquara","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus camaquara",0,0,0
"Leptodactylus_chaquensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus chaquensis",1,2,2198
"Leptodactylus_colombiensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus colombiensis",0,0,0
"Leptodactylus_cunicularius","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus cunicularius",0,0,0
"Leptodactylus_cupreus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus cupreus",0,0,0
"Leptodactylus_didymus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus didymus",1,4,2867
"Leptodactylus_diedrus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus diedrus",1,2,1367
"Leptodactylus_discodactylus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus discodactylus",1,5,3332
"Leptodactylus_elenae","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus elenae",1,3,2196
"Leptodactylus_fallax","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus fallax",1,3,2720
"Leptodactylus_flavopictus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus flavopictus",0,0,0
"Leptodactylus_fragilis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus fragilis",1,1,547
"Leptodactylus_furnarius","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus furnarius",0,0,0
"Leptodactylus_fuscus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus fuscus",1,9,6890
"Leptodactylus_gracilis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus gracilis",1,2,1204
"Leptodactylus_griseigularis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus griseigularis",1,2,887
"Leptodactylus_guianensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus guianensis",0,0,0
"Leptodactylus_hallowelli","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus hallowelli",0,0,0
"Leptodactylus_hylodes","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus hylodes",0,0,0
"Leptodactylus_insularum","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus insularum",1,2,1385
"Leptodactylus_jolyi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus jolyi",0,0,0
"Leptodactylus_knudseni","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus knudseni",1,4,3599
"Leptodactylus_labrosus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus labrosus",0,0,0
"Leptodactylus_labyrinthicus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus labyrinthicus",1,2,1758
"Leptodactylus_laticeps","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus laticeps",0,0,0
"Leptodactylus_latinasus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus latinasus",0,0,0
"Leptodactylus_latrans","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus latrans",1,3,1705
"Leptodactylus_lauramiriamae","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus lauramiriamae",0,0,0
"Leptodactylus_leptodactyloides","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus leptodactyloides",1,2,1373
"Leptodactylus_lithonaetes","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus lithonaetes",0,0,0
"Leptodactylus_longirostris","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus longirostris",1,5,2426
"Leptodactylus_macrosternum","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus macrosternum",0,0,0
"Leptodactylus_magistris","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus magistris",0,0,0
"Leptodactylus_marambaiae","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus marambaiae",0,0,0
"Leptodactylus_melanonotus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus melanonotus",1,11,8341
"Leptodactylus_myersi","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus myersi",1,4,2452
"Leptodactylus_mystaceus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus mystaceus",1,7,4099
"Leptodactylus_mystacinus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus mystacinus",1,5,3618
"Leptodactylus_natalensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus natalensis",0,0,0
"Leptodactylus_nesiotus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus nesiotus",0,0,0
"Leptodactylus_notoaktites","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus notoaktites",1,3,2183
"Leptodactylus_ochraceus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus ochraceus",0,0,0
"Leptodactylus_oreomantis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus oreomantis",0,0,0
"Leptodactylus_paraensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus paraensis",0,0,0
"Leptodactylus_pascoensis","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus pascoensis",0,0,0
"Leptodactylus_pentadactylus","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus pentadactylus",1,3,2786
"Leptodactylus_peritoaktites","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus peritoaktites",0,0,0
"Leptodactylus_petersii","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus petersii",0,0,0
"Leptodactylus_plaumanni","Anura","Leptodactylidae","Leptodactylinae","Leptodactylinae","Leptodactylus","Leptodactylus plaumanni",1,1,388
