"","Taxon","Family","Subfamily","Clade","Tree.Genus","Constraint","Scientific.Name","Genes","Length"
"Ctenotus_essingtonii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus essingtonii",3,2620
"Ctenotus_eurydice","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus eurydice",3,2592
"Ctenotus_eutaenius","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus eutaenius",3,2599
"Ctenotus_fallens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus fallens",1,669
"Ctenotus_gagudju","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus gagudju",3,2645
"Ctenotus_gemmula","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus gemmula",3,2598
"Ctenotus_grandis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus grandis",3,2633
"Ctenotus_greeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus greeri",3,2604
"Ctenotus_halysis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus halysis",NA,NA
"Ctenotus_hanloni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus hanloni",3,2630
"Ctenotus_hebetior","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus hebetior",3,2626
"Ctenotus_helenae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus helenae",2,1752
"Ctenotus_hilli","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus hilli",3,2627
"Ctenotus_iapetus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus iapetus",3,2595
"Ctenotus_impar","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus impar",3,2596
"Ctenotus_ingrami","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus ingrami",3,2585
"Ctenotus_inornatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus inornatus",4,2641
"Ctenotus_joanae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus joanae",3,2599
"Ctenotus_kurnbudj","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus kurnbudj",1,1074
"Ctenotus_labillardieri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus labillardieri",3,2630
"Ctenotus_lancelini","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus lancelini",3,2589
"Ctenotus_lateralis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus lateralis",3,2596
"Ctenotus_leae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus leae",3,2624
"Ctenotus_leonhardii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus leonhardii",5,4025
"Ctenotus_maryani","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus maryani",3,2629
"Ctenotus_mastigura","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus mastigura",NA,NA
"Ctenotus_mesotes","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus mesotes",3,2596
"Ctenotus_militaris","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus militaris",3,2591
"Ctenotus_mimetes","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus mimetes",3,2586
"Ctenotus_monticola","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus monticola",NA,NA
"Ctenotus_nasutus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus nasutus",3,2569
"Ctenotus_nigrilineatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus nigrilineatus",3,2596
"Ctenotus_nullum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus nullum",3,2598
"Ctenotus_olympicus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus olympicus",3,2586
"Ctenotus_ora","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus ora",NA,NA
"Ctenotus_orientalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus orientalis",3,2605
"Ctenotus_pallescens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus pallescens",NA,NA
"Ctenotus_pantherinus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus pantherinus",5,4004
"Ctenotus_piankai","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus piankai",3,2619
"Ctenotus_pulchellus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus pulchellus",3,2593
"Ctenotus_quattuordecimlineatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus quattuordecimlineatus",3,2523
"Ctenotus_quinkan","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus quinkan",3,2595
"Ctenotus_quirinus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus quirinus",NA,NA
"Ctenotus_rawlinsoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus rawlinsoni",4,2740
"Ctenotus_regius","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus regius",3,2593
"Ctenotus_rimacolus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus rimacolus",3,2592
"Ctenotus_robustus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus robustus",8,7134
"Ctenotus_rosarium","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus rosarium",2,1918
"Ctenotus_rubicundus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus rubicundus",3,2619
"Ctenotus_rufescens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus rufescens",3,2581
"Ctenotus_rutilans","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus rutilans",3,2564
"Ctenotus_saxatilis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus saxatilis",3,2622
"Ctenotus_schevilli","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus schevilli",2,1948
"Ctenotus_schomburgkii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus schomburgkii",3,2632
"Ctenotus_septenarius","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus septenarius",3,2617
"Ctenotus_serotinus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus serotinus",NA,NA
"Ctenotus_serventyi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus serventyi",3,2600
"Ctenotus_severus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus severus",3,2613
"Ctenotus_spaldingi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus spaldingi",3,2646
"Ctenotus_storri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus storri",3,2600
"Ctenotus_strauchii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus strauchii",3,2614
"Ctenotus_striaticeps","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus striaticeps",3,2607
"Ctenotus_stuarti","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus stuarti",3,2603
"Ctenotus_taeniolatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus taeniolatus",4,1764
"Ctenotus_tanamiensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus tanamiensis",3,2596
"Ctenotus_tantillus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus tantillus",3,2597
"Ctenotus_terrareginae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus terrareginae",3,2597
"Ctenotus_uber","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus uber",3,2630
"Ctenotus_vagus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus vagus",NA,NA
"Ctenotus_vertebralis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus vertebralis",3,2279
"Ctenotus_xenopleura","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus xenopleura",3,2589
"Ctenotus_youngsoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus youngsoni",3,2633
"Ctenotus_zastictus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus zastictus",3,2598
"Ctenotus_zebrilla","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ctenotus","Ctenotus","Ctenotus zebrilla",3,2601
"Eremiascincus_antoniorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus antoniorum",NA,NA
"Eremiascincus_brongersmai","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus brongersmai",NA,NA
"Eremiascincus_butlerorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus butlerorum",NA,NA
"Eremiascincus_douglasi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus douglasi",4,2960
"Eremiascincus_emigrans","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus emigrans",NA,NA
"Eremiascincus_fasciolatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus fasciolatus",2,909
"Eremiascincus_intermedius","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus intermedius",NA,NA
"Eremiascincus_isolepis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus isolepis",4,2932
"Eremiascincus_musivus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus musivus",NA,NA
"Eremiascincus_pallidus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus pallidus",NA,NA
"Eremiascincus_pardalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus pardalis",4,2870
"Eremiascincus_phantasmus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus phantasmus",NA,NA
"Eremiascincus_richardsonii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus richardsonii",5,3653
"Eremiascincus_timorensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eremiascincus","Eremiascincus","Eremiascincus timorensis",NA,NA
"Eulamprus_heatwolei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eulamprus","Eulamprus","Eulamprus heatwolei",3,1980
"Eulamprus_kosciuskoi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eulamprus","Eulamprus","Eulamprus kosciuskoi",4,2829
"Eulamprus_leuraensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eulamprus","Eulamprus","Eulamprus leuraensis",2,1114
"Eulamprus_quoyii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eulamprus","Eulamprus","Eulamprus quoyii",4,2904
"Eulamprus_tympanum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Eulamprus","Eulamprus","Eulamprus tympanum",4,2904
"Fojia_bumui","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Fojia","Fojia","Fojia bumui",NA,NA
"Glaphyromorphus_clandestinus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus clandestinus",NA,NA
"Glaphyromorphus_cracens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus cracens",4,2916
"Glaphyromorphus_crassicaudus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus crassicaudus",1,825
"Glaphyromorphus_darwiniensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus darwiniensis",3,2045
"Glaphyromorphus_fuscicaudis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus fuscicaudis",4,2877
"Glaphyromorphus_mjobergi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus mjobergi",4,2862
"Glaphyromorphus_nigricaudis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus nigricaudis",2,1268
"Glaphyromorphus_nyanchupinta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus nyanchupinta",NA,NA
"Glaphyromorphus_othelarrni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus othelarrni",NA,NA
"Glaphyromorphus_pumilus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus pumilus",4,2899
"Glaphyromorphus_punctulatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Glaphyromorphus","Glaphyromorphus","Glaphyromorphus punctulatus",4,2913
"Hemiergis_decresiensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis decresiensis",4,2971
"Hemiergis_gracilipes","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis gracilipes",4,2918
"Hemiergis_initialis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis initialis",3,2074
"Hemiergis_millewae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis millewae",4,2950
"Hemiergis_peronii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis peronii",5,3645
"Hemiergis_quadrilineata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis quadrilineata",4,2954
"Hemiergis_talbingoensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Hemiergis","Hemiergis","Hemiergis talbingoensis",2,1389
"Insulasaurus_arborens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Insulasaurus","Insulasaurus","Insulasaurus arborens",5,3264
"Insulasaurus_traanorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Insulasaurus","Insulasaurus","Insulasaurus traanorum",5,3283
"Insulasaurus_victoria","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Insulasaurus","Insulasaurus","Insulasaurus victoria",3,2136
"Insulasaurus_wrighti","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Insulasaurus","Insulasaurus","Insulasaurus wrighti",5,3283
"Isopachys_anguinoides","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Isopachys","Isopachys","Isopachys anguinoides",2,1207
"Isopachys_borealis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Isopachys","Isopachys","Isopachys borealis",NA,NA
"Isopachys_gyldenstolpei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Isopachys","Isopachys","Isopachys gyldenstolpei",NA,NA
"Isopachys_roulei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Isopachys","Isopachys","Isopachys roulei",NA,NA
"Kaestlea_beddomii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Kaestlea","Kaestlea","Kaestlea beddomii",NA,NA
"Kaestlea_bilineata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Kaestlea","Kaestlea","Kaestlea bilineata",NA,NA
"Kaestlea_laterimaculata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Kaestlea","Kaestlea","Kaestlea laterimaculata",NA,NA
"Kaestlea_palnica","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Kaestlea","Kaestlea","Kaestlea palnica",NA,NA
"Kaestlea_travancorica","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Kaestlea","Kaestlea","Kaestlea travancorica",2,916
"Larutia_larutensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia larutensis",NA,NA
"Larutia_miodactyla","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia miodactyla",NA,NA
"Larutia_nubisilvicola","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia nubisilvicola",NA,NA
"Larutia_penangensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia penangensis",NA,NA
"Larutia_puehensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia puehensis",NA,NA
"Larutia_seribuatensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia seribuatensis",4,2760
"Larutia_sumatrensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia sumatrensis",NA,NA
"Larutia_trifasciata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Larutia","Larutia","Larutia trifasciata",NA,NA
"Leptoseps_osellai","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Leptoseps","Leptoseps","Leptoseps osellai",NA,NA
"Leptoseps_poilani","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Leptoseps","Leptoseps","Leptoseps poilani",NA,NA
"Lerista_aericeps","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista aericeps",4,2932
"Lerista_allanae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista allanae",NA,NA
"Lerista_allochira","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista allochira",3,2058
"Lerista_ameles","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista ameles",3,2045
"Lerista_amicorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista amicorum",NA,NA
"Lerista_apoda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista apoda",3,2029
"Lerista_arenicola","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista arenicola",3,2045
"Lerista_axillaris","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista axillaris",3,1972
"Lerista_baynesi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista baynesi",3,2051
"Lerista_bipes","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista bipes",3,2080
"Lerista_borealis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista borealis",3,2027
"Lerista_bougainvillii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista bougainvillii",5,3162
"Lerista_bunglebungle","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista bunglebungle",NA,NA
"Lerista_carpentariae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista carpentariae",3,2056
"Lerista_chalybura","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista chalybura",NA,NA
"Lerista_chordae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista chordae",3,2034
"Lerista_christinae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista christinae",3,2055
"Lerista_cinerea","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista cinerea",3,1988
"Lerista_clara","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista clara",NA,NA
"Lerista_colliveri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista colliveri",NA,NA
"Lerista_connivens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista connivens",3,1975
"Lerista_desertorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista desertorum",3,2049
"Lerista_distinguenda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista distinguenda",3,1990
"Lerista_dorsalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista dorsalis",4,2300
"Lerista_edwardsae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista edwardsae",4,2744
"Lerista_elegans","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista elegans",3,2055
"Lerista_elongata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista elongata",3,2055
"Lerista_emmotti","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista emmotti",3,1987
"Lerista_eupoda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista eupoda",3,1970
"Lerista_flammicauda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista flammicauda",3,2027
"Lerista_fragilis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista fragilis",3,1900
"Lerista_frosti","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista frosti",3,2022
"Lerista_gascoynensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista gascoynensis",3,2049
"Lerista_gerrardii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista gerrardii",3,2012
"Lerista_greeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista greeri",3,2041
"Lerista_griffini","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista griffini",3,1981
"Lerista_haroldi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista haroldi",3,2059
"Lerista_humphriesi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista humphriesi",3,2058
"Lerista_ingrami","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista ingrami",3,2020
"Lerista_ips","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista ips",3,2059
"Lerista_jacksoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista jacksoni",NA,NA
"Lerista_kalumburu","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista kalumburu",3,1972
"Lerista_karlschmidti","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista karlschmidti",3,2011
"Lerista_kendricki","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista kendricki",3,2052
"Lerista_kennedyensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista kennedyensis",3,1855
"Lerista_kingi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista kingi",NA,NA
"Lerista_labialis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista labialis",3,2041
"Lerista_lineata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista lineata",3,2025
"Lerista_lineopunctulata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista lineopunctulata",6,4173
"Lerista_macropisthopus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista macropisthopus",4,3117
"Lerista_maculosa","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista maculosa",NA,NA
"Lerista_micra","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista micra",NA,NA
"Lerista_microtis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista microtis",4,2333
"Lerista_muelleri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista muelleri",3,2025
"Lerista_neander","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista neander",5,3612
"Lerista_nevinae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista nevinae",NA,NA
