"","X12S","X16S","AMEL","BDNF","BMP2","CMOS","COI","CYTB","ND1","ND2","ND4","NT3","PDC","PRLR","R35","RAG1","RAG2"
"Gonyosoma_margaritatus","","","","","","KM870886","","KM870891","","","","","","","","KM870896",""
"Gonyosoma_oxycephalum","AY122679","Z46490","","","","KC010302","AY122661","AF471084","DQ902184","DQ902241","DQ902309","","","","","",""
"Gonyosoma_prasinus","AY122792","","","","","DQ902077","AY122708","DQ902119","DQ902179","DQ902227","DQ902299","","","","","",""
"Grayia_caesar","","","","","","","","","","","","","","","","",""
"Grayia_ornata","AF158434","AF158503","EF144014","FJ434002","","AF544684","","","","","AF544663","FJ434103","","","EF144086","EF144091","EF144113"
"Grayia_smithii","","","","","","DQ112080","","DQ112077","","","","","","","","",""
"Grayia_tholloni","","","","","","DQ486175","","DQ486351","","","DQ486326","","","","","",""
"Grypotyphlops_acutus","","","","","","","","","","","","","","","","",""
"Gyalopion_canum","KR814624","KR814641","","","","KR814676","","KR814701","","","KR814706","","","","","KR814729",""
"Gyalopion_quadrangulare","","","","","","","","","","","","","","","","",""
"Gyiophis_maculosa","","","","","","","","","","","","","","","","",""
"Gyiophis_vorisi","","","","","","","","","","","","","","","","",""
"Haitiophis_anomalus","FJ666091","FJ666092","","","","","","","","","","","","","","",""
"Hapsidophrys_lineatus","","AY611873","","","","","","AY612055","","","","","","","","",""
"Hapsidophrys_principis","","FJ913481","","","","","","FJ913493","","","","","","","","",""
"Hapsidophrys_smaragdina","AF158435","AY611875","EF144015","FJ434003","","DQ112078","","AY612057","","","","FJ434104","","","EF144087","AY487381","EF144114"
"Hebius_andreae","","","","","","","","","","","","","","","","",""
"Hebius_arquus","","","","","","","","","","","","","","","","",""
"Hebius_atemporale","","","","","","KJ685630","","KJ685680","","","","KJ685732","","","","KJ685572",""
"Hebius_beddomei","","","","","","","","","","","","","","","","",""
"Hebius_bitaeniatum","","","","","","KJ685616","","KJ685667","","","","KJ685717","","","","KJ685560",""
"Hebius_boulengeri","","","","","","KJ685634","","KJ685684","","","","KJ685736","","","","KJ685576",""
"Hebius_celebicum","","","","","","","","","","","","","","","","",""
"Hebius_concelarum","","","","","","","","","","","","","","","","",""
"Hebius_craspedogaster","","","","","","JQ687443","","JQ687429","","JQ687459","JQ687412","KJ685723","","","","KJ685565",""
"Hebius_deschauenseei","","","","","","KJ685614","","KJ685665","","","","KJ685715","","","","KJ685558",""
"Hebius_flavifrons","","","","","","","","","","","","","","","","",""
"Hebius_frenatum","","","","","","","","","","","","","","","","",""
"Hebius_groundwateri","","","","","","","","","","","","","","","","",""
"Hebius_inas","","","","","","","","","","","","","","","","",""
"Hebius_ishigakiense","","","","","","","","","","","","","","","","",""
"Hebius_johannis","","","","","","KJ685628","","KJ685678","","","","KJ685731","","","","KJ685571",""
"Hebius_kerinciense","","","","","","","","","","","","","","","","",""
"Hebius_khasiense","","","","","","KJ685612","","KJ685663","","","","KJ685713","","","","KJ685556",""
"Hebius_leucomystax","","","","","","","","","","","","","","","","",""
"Hebius_metusium","","","","","","KJ685632","","KJ685682","","","","KJ685734","","","","KJ685574",""
"Hebius_miyajimae","","","","","","","","","","","","","","","","",""
"Hebius_modestum","","","","","","KJ685620","","KJ685671","","","","KJ685721","","","","KJ685564",""
"Hebius_monticola","","","","","","","","","","","","","","","","",""
"Hebius_nicobariense","","","","","","","","","","","","","","","","",""
"Hebius_octolineatum","","","","","","KJ685623","","KJ685673","","","","KJ685724","","","","",""
"Hebius_optatum","","","","","","KJ685611","","KJ685662","","","","KJ685712","","","","KJ685555",""
"Hebius_parallelum","","","","","","KJ685615","","KJ685666","","","","KJ685716","","","","KJ685559",""
"Hebius_pealii","","","","","","","","","","","","","","","","",""
"Hebius_petersii","","","","","","","","","","","","","","","","",""
"Hebius_popei","","","","","","KJ685642","","KJ685692","","","","KJ685744","","","","KJ685584",""
"Hebius_pryeri","","","","","","","","","","","","","","","","",""
"Hebius_sanguineum","","","","","","","","","","","","","","","","",""
"Hebius_sarasinorum","","","","","","","","","","","","","","","","",""
"Hebius_sarawacense","","","","","","","","","","","","","","","","",""
"Hebius_sauteri","AF402622","","","","","KJ685646","","AF402905","","AF384824","","KJ685748","","","","KJ685592",""
"Hebius_taronense","","","","","","","","","","","","","","","","",""
"Hebius_venningi","","","","","","KJ685619","","KJ685670","","","","KJ685720","","","","KJ685563",""
"Hebius_vibakari","KP684155","KP684155","","","","KJ685626","KP684155","KP684155","KP684155","KP684155","KP684155","KJ685728","","","","KJ685567",""
"Hebius_viperinum","","","","","","","","","","","","","","","","",""
"Hebius_xenura","","","","","","","","","","","","","","","","",""
"Helicops_angulatus","GQ457797","GQ457738","","JQ599027","","AF471160","","AF471037","","FJ416751","","","","","","","FJ416824"
"Helicops_apiaka","","","","","","","","","","","","","","","","",""
"Helicops_carinicaudus","JQ598815","","","","","JQ598984","","","","","","","","","","",""
"Helicops_danieli","","","","","","","","","","","","","","","","",""
"Helicops_gomesi","GQ457798","GQ457739","","","","GQ457858","","","","","","","","","","",""
"Helicops_hagmanni","JQ598816","JQ598878","","","","JQ598985","","","","","","","","","","",""
"Helicops_infrataeniatus","GQ457799","GQ457740","","","","GQ457859","","JQ598933","","","","","","","","",""
"Helicops_leopardinus","","","","","","","","","","","","","","","","",""
"Helicops_modestus","","","","","","","","","","","","","","","","",""
"Helicops_pastazae","","","","","","","","","","","","","","","","",""
"Helicops_petersi","","","","","","","","","","","","","","","","",""
"Helicops_polylepis","","","","","","","","","","","","","","","","",""
"Helicops_scalaris","","","","","","","","","","","","","","","","",""
"Helicops_tapajonicus","","","","","","","","","","","","","","","","",""
"Helicops_trivittatus","","","","","","","","","","","","","","","","",""
"Helicops_yacu","","","","","","","","","","","","","","","","",""
"Helminthophis_flavoterminatus","","","","","","","","","","","","","","","","",""
"Helminthophis_frontalis","","","","","","","","","","","","","","","","",""
"Helminthophis_praeocularis","","","","","","","","","","","","","","","","",""
"Helophis_schoutedeni","","","","","","","","","","","","","","","","",""
"Hemachatus_haemachatus","U96797","","","","","","","AF217821","","","","","","","","",""
"Hemerophis_socotrae","AY039140","AY188083","","","","AY188003","AY039178","AY188042","AY486977","AY487016","AY487055","","","","","",""
"Hemiaspis_damelii","EU547122","EU547171","","","","FJ587161","","EU547073","","","EU547025","","","FJ587130","","EU546896",""
"Hemiaspis_signata","EU547123","EU547172","","","","FJ587162","","EU547074","","","EU547026","","","","","EU546897",""
"Hemibungarus_calligaster","","","","","","EF137419","","EF137411","","","EF137403","","","","","",""
"Hemirhagerrhis_hildebrandtii","FJ404134","FJ404214","","","","FJ387214","","DQ486418","","","DQ486255","","","","","","FJ404409"
"Hemirhagerrhis_kelleri","","","","","","DQ486159","","DQ486335","","","DQ486211","","","","","",""
"Hemirhagerrhis_nototaenia","","","","","","","","","","","","","","","","",""
"Hemirhagerrhis_viperina","","","","","","","","DQ486453","","","DQ486289","","","","","",""
"Hemorrhois_algirus","AY039149","AY643349","","","","AY486935","AY039187","AY486911","AY486959","AY486998","AY487037","","","","","",""
"Hemorrhois_hippocrepis","AY039158","AY643350","","","","AY486940","AY039196","AY486916","AY486967","AY487006","AY487045","","","","","",""
"Hemorrhois_nummifer","AY039163","AY376771","","","","AY376800","AY039201","AY376742","AY486971","AY487010","AY487049","","","","","",""
"Hemorrhois_ravergieri","AY039155","","","","","AY486944","AY039193","AY486920","AY486972","AY487011","AY487050","","","","","",""
"Herpetoreas_burbrinki","","","","","","GQ281781","","JQ687443","","","","KJ685761","","","","KJ685599",""
"Herpetoreas_platyceps","","","","","","KJ685640","","KJ685690","","","","KJ685742","","","","KJ685582",""
"Herpetoreas_sieboldii","","","","","","","","","","","","","","","","",""
"Heterodon_gloydi","","","","","","","","","","","","","","","","",""
"Heterodon_kennerlyi","","","","","","","","","","","","","","","","",""
"Heterodon_nasicus","GQ457801","AY577027","","","","GQ457861","","KP765664","","","","","","","","",""
"Heterodon_platirhinos","AY577019","AY577028","","JQ599028","EU402696","JQ598986","","GU112412","","FJ416750","AF402659","","","JN880843","JN703080","","FJ416823"
"Heterodon_simus","AY577020","AY577029","","","","AF471142","","AF217840","DQ902185","DQ902242","DQ902310","","","","","",""
"Heteroliodon_fohy","","AY188057","","","","AY187979","JQ909392","AY188018","","","","","","","","",""
"Heteroliodon_lava","","","","","","","","","","","","","","","","",""
"Heteroliodon_occipitalis","FJ404158","FJ404211","","","","FJ387211","","FJ404308","","","","","","","","","FJ404432"
"Heurnia_ventromaculata","","","","","","","","","","","","","","","","",""
"Hierophis_andreanus","AY647225","","","","","","","","","","","","","","","",""
"Hierophis_cypriensis","AY541502","","","","","","AY541510","JX315475","","","","","","","","",""
"Hierophis_gemonensis","AY039145","AY376770","","","","AY376799","AY039183","JX315482","AY486966","AY487005","AY487044","","","","","",""
"Hierophis_viridiflavus","AY039137","AY376774","","","","AY486949","AY039180","AY486925","AY486979","AY487018","FJ430637","","","","","",""
"Hologerrhum_dermali","","","","","","","","","","","","","","","","",""
"Hologerrhum_philippinum","","","","","","","","","","","","","","","","",""
"Homalophis_doriae","","","","","","","","","","","","","","","","",""
"Homalophis_gyii","","","","","","","","","","","","","","","","",""
"Homalopsis_buccata","EF395892","EF395868","EF144000","FJ433986","EU402697","EF395940","","EF395917","","","","FJ434087","","JN880844","EF144070","","EF144097"
"Homalopsis_hardwickii","","","","","","","","","","","","","","","","",""
"Homalopsis_mereljcoxi","","","","","","","","","","","","","","","","",""
"Homalopsis_nigroventralis","","","","","","","","","","","","","","","","",""
"Homalopsis_semizonata","","","","","","","","","","","","","","","","",""
"Homoroselaps_dorsalis","","","","","","","","","","","","","","","","",""
"Homoroselaps_lacteus","FJ404135","AY611809","","JQ599029","","AY058931","","AY611992","AY058952","AY059000","AY058976","","","","","","FJ404410"
"Hoplocephalus_bitorquatus","EU547128","EU547177","","","","EU546941","","EU547079","","","EU547031","","","","","EU546902",""
"Hoplocephalus_bungaroides","","","","","","","","","","","FJ516555","","","","","",""
"Hoplocephalus_stephensii","","","","","","","","","","","","","","","","",""
"Hormonotus_modestus","FJ404159","FJ404195","","","","FJ404261","","FJ404296","","","FJ404360","","","","","","FJ404433"
"Hydrablabes_periops","","","","","","","","","","","","","","","","",""
"Hydrablabes_praefrontalis","","","","","","","","","","","","","","","","",""
"Hydraethiops_laevis","","","","","","","","","","","","","","","","",""
"Hydraethiops_melanogaster","","","","","","","","","","","","","","","","",""
"Hydrelaps_darwiniensis","EU547133","DQ234046","","","","FJ587176","","EU547084","","","EU547035","","","FJ587145","","EU546907",""
"Hydrodynastes_bicinctus","","GQ457742","","JQ599030","","GQ457862","","JQ598935","","","","","","","","",""
"Hydrodynastes_gigas","GQ457803","GQ457743","","JQ599031","","GQ895816","","GQ895873","","","","","","","","",""
"Hydrodynastes_melanogigas","","","","","","","","","","","","","","","","",""
"Hydromorphus_concolor","","","","","","GQ895817","","GQ895874","","","","","","","","",""
"Hydromorphus_dunni","","","","","","","","","","","","","","","","",""
"Hydrophis_atriceps","","KC014320","","","","KC014291","","KC014396","","","JQ217216","","","","","KC014263",""
"Hydrophis_belcheri","","KC014321","","","","KC014292","","KC014397","","","KC014473","","","","","KC014264",""
"Hydrophis_bituberculatus","","","","","","","","","","","","","","","","",""
"Hydrophis_brookii","","DQ234028","","","","FJ587188","","KC014401","","","FJ593212","","","","","FJ587110",""
"Hydrophis_caerulescens","","KC014327","","","","KC014294","","KC014403","","","JQ217218","","","","","KC014266",""
"Hydrophis_cantoris","","","","","","","","","","","","","","","","",""
"Hydrophis_coggeri","","KC014330","","","","KC014295","","KC014406","","","JQ217217","","","","","KC014267",""
"Hydrophis_curtus","EU547134","DQ234043","","","","FJ587200","","EU547085","","","EU547036","","","FJ587152","","FJ587123",""
"Hydrophis_cyanocinctus","","DQ234032","","","","FJ587189","","KC572624","","","FJ593214","","","","","FJ587112",""
"Hydrophis_czeblukovi","","DQ234019","","","","","","DQ233944","","","","","","","","",""
"Hydrophis_donaldi","","JQ217147","","","","KC014308","","JQ217203","","","JQ217211","","","","","KC014285",""
"Hydrophis_elegans","","DQ234022","","","","FJ587190","","DQ233951","","","JX002984","","","","","FJ587114",""
"Hydrophis_fasciatus","","KC014340","","","","KC014298","","KC014417","","","KC014490","","","","","KC014270",""
"Hydrophis_gracilis","","KC014342","","","","KC014299","","KC014420","","","KC014494","","","","","KC014271",""
"Hydrophis_hardwickii","","","","","","","","","","","","","","","","",""
"Hydrophis_hendersoni","","","","","","","","","","","","","","","","",""
"Hydrophis_inornatus","","","","","","","","","","","","","","","","",""
"Hydrophis_jerdonii","","KC014372","","","","","","KC014450","","","KC014524","","","","","KC014283",""
"Hydrophis_kingii","","DQ234014","","","","FJ587184","","DQ233933","","","FJ593208","","","","","FJ587106",""
"Hydrophis_klossi","","","","","","","","","","","","","","","","",""
"Hydrophis_laboutei","","","","","","","","","","","","","","","","",""
"Hydrophis_lamberti","","KC014346","","","","KC014300","","KC014422","","","KC014498","","","","","KC014272",""
"Hydrophis_lapemoides","","DQ234034","","","","KC014301","","DQ233955","","","FJ593219","","","","","KC014273",""
"Hydrophis_macdowelli","","DQ234030","","","","FJ587193","","KC014430","","","JX002985","","","","","FJ587116",""
"Hydrophis_major","","DQ234018","","","","FJ587186","","DQ233937","","","FJ593209","","","FJ587150","","FJ587107",""
"Hydrophis_mamillaris","","","","","","","","","","","","","","","","",""
"Hydrophis_melanocephalus","D31609","","","","","","","KC572621","","","","","","","","",""
"Hydrophis_melanosoma","","","","","","","","","","","","","","","","",""
"Hydrophis_nigrocinctus","","","","","","","","","","","","","","","","",""
"Hydrophis_obscurus","","KC014353","","","","","","KC014431","","","KC014504","","","","","KC014276",""
"Hydrophis_ornatus","","DQ234027","","","","FJ587195","","KC014437","","","FJ593222","","","","","FJ587118",""
"Hydrophis_pachycercos","","KC014361","","","","KC014303","","KC014439","","","KC014512","","","","","KC014279",""
"Hydrophis_pacificus","","DQ234037","","","","FJ587197","","DQ233965","","","FJ593225","","","","","FJ587121",""
"Hydrophis_parviceps","","KC014363","","","","KC014304","","KC014442","","","KC014513","","","","","KC014280",""
"Hydrophis_peronii","","DQ234006","","","","FJ587180","","KC014387","","","JQ217209","","","FJ587147","","FJ587102",""
"Hydrophis_platurus","","DQ234051","","","","FJ587201","","KC014454","","","FJ593233","","","","","FJ587125",""
"Hydrophis_schistosus","","FJ587210","","","","KC014290","","FJ587155","","","JX987168","","","","","FJ587109",""
"Hydrophis_semperi","U96798","","","","","","","AF217822","","","","","","","","",""
"Hydrophis_sibauensis","","","","","","","","","","","","","","","","",""
"Hydrophis_spiralis","","DQ234038","","","","KC014305","","KC014446","","","KC014516","","","","","KC014281",""
"Hydrophis_stokesii","","DQ234010","","","","FJ587181","","KC014391","","","JQ217210","","","FJ587148","","FJ587104",""
"Hydrophis_stricticollis","","KC014371","","","","KC014306","","KC014448","","","KC014521","","","","","KC014282",""
"Hydrophis_torquatus","","","","","","","","","","","","","","","","",""
"Hydrophis_viperinus","","KC014379","","","","KC014307","","KC014456","","","JX002986","","","","","KC014284",""
"Hydrophis_vorisi","","","","","","","","","","","","","","","","",""
"Hydrophis_zweifeli","","JX987143","","","","JX987185","","JX987166","","","JX987173","","","","","JX987177",""
"Hydrops_caesurus","","","","","","","","","","","","","","","","",""
"Hydrops_martii","","","","","","","","","","","","","","","","",""
"Hydrops_triangularis","GQ457804","GQ457744","","JQ599032","","AF471158","","AF471039","","","","","","","","",""
"Hypnale_hypnale","AF057189","AF057236","","","","","","AY352750","","","U41884","","","","","",""
"Hypnale_nepa","KC347325","KC347362","","","","KC347401","","KC347485","","","KC347491","","","","","KC347439",""
"Hypnale_zara","KC347326","KC347363","","","","KC347402","","KC347463","","","KC347513","","","","","KC347440",""
"Hypoptophis_wilsonii","","","","","","","","","","","","","","","","",""
"Hypsiglena_affinis","","","","","","","","GU353241","","","EU363055","","","","","",""
"Hypsiglena_chlorophaea","KJ486459","KJ486459","","","","","KF548593","KJ486459","KJ486459","KJ486459","KJ486459","FJ455198","","","","",""
"Hypsiglena_jani","NC_013975","NC_013975","","","","","NC_013975","EF078504","NC_013975","NC_013975","EF078551","FJ455193","","","","",""
"Hypsiglena_ochrorhyncha","EU728589","EU728589","","","","","NC_013980","EU728589","NC_013984","NC_013984","EU363210","FJ455200","","","","",""
"Hypsiglena_slevini","NC_013987","NC_013987","","","","","NC_013987","NC_013987","NC_013987","NC_013987","EU728584","FJ455191","","","","",""
"Hypsiglena_tanzeri","","","","","","","KF548592","EU728588","","","EU363044","","","","","",""
"Hypsiglena_torquata","NC_013992","NC_013992","","","","AF471159","NC_013992","NC_013992","NC_013992","NC_013992","EU728591","FJ455192","","","","",""
"Hypsirhynchus_ater","","","","","","","","","","","","","","","","",""
"Hypsirhynchus_callilaemus","AF158440","AF158509","","","","","","FJ416737","","FJ416775","FJ416811","","","","","","FJ416848"
"Hypsirhynchus_ferox","AF158447","AF158515","","","","GQ895818","","GQ895875","","FJ416780","FJ416816","","","","","","FJ416853"
"Hypsirhynchus_funereus","AF158451","AF158520","","","","","","FJ416739","","FJ416777","FJ416813","","","","","","FJ416850"
"Hypsirhynchus_melanichnus","","","","","","","","","","","","","","","","",""
"Hypsirhynchus_parvifrons","AF158441","AF158510","","JQ599006","","","","FJ416740","","FJ416778","FJ416814","","","","","","FJ416851"
"Hypsirhynchus_polylepis","AF158450","AF158519","","","","","","FJ416738","","FJ416776","FJ416812","","","","","","FJ416849"
"Hypsirhynchus_scalaris","AF158449","AF158518","","","","","","FJ416741","","FJ416779","FJ416815","","","","","","FJ416852"
"Hypsiscopus_matannensis","AF499281","EF395859","","","","EF473654","","EF395908","","","","","","","","",""
"Hypsiscopus_plumbea","NC_010200","NC_010200","","","","EF395934","JN833612","DQ343650","DQ343650","NC_010200","DQ343650","","","GU997227","","",""
"Ialtris_agyrtes","","","","","","","","","","","","","","","","",""
"Ialtris_dorsalis","AF158456","AF158525","","","","","","FJ416735","","FJ416773","FJ416809","","","","","","FJ416846"
"Ialtris_haetianus","AF158458","AF158527","","","","","","FJ416736","","FJ416774","FJ416810","","","","","","FJ416847"
"Ialtris_parishi","","","","","","","","","","","","","","","","",""
"Iguanognathus_werneri","","","","","","","","","","","","","","","","",""
"Imantodes_cenchoa","NC_013988","NC_013988","","JQ599033","EU402698","GQ457865","NC_013988","NC_013988","NC_013988","NC_013988","EU728586","GQ334669","","","JN703067","EU402847",""
"Imantodes_chocoensis","","","","","","","","KC176250","","","","","","","","",""
"Imantodes_gemmistratus","","","","","","","","GQ334487","","","EF078557","","","","","",""
"Imantodes_inornatus","","","","","","","","GQ334489","","","EF078559","","","","","",""
"Imantodes_lentiferus","AF158463","AF158532","","","","","","KC176252","","","EF078561","","","","","",""
"Imantodes_phantasma","","","","","","","","","","","","","","","","",""
"Imantodes_tenuissimus","","","","","","","","","","","","","","","","",""
"Indotyphlops_ahsanai","","","","","","","","","","","","","","","","",""
"Indotyphlops_albiceps","","","GU902305","GU902382","GU902462","","","","","","","GU902555","","","","GU902632",""
"Indotyphlops_braminus","NC_010196","NC_010196","GU902306","GU902383","GU902463","AF544717","JQ909572","DQ343649","NC_010196","AY662539","DQ343649","GU902556","HQ426256","JQ910434","FJ433913","AY444062","FJ433889"
"Indotyphlops_exiguus","","","","","","","","","","","","","","","","",""
"Indotyphlops_filiformis","","","","","","","","","","","","","","","","",""
"Indotyphlops_fletcheri","","","","","","","","","","","","","","","","",""
"Indotyphlops_jerdoni","","","","","","","","","","","","","","","","",""
"Indotyphlops_khoratensis","","","","","","","","","","","","","","","","",""
"Indotyphlops_lankaensis","","","","","","","","","","","","","","","","",""
"Indotyphlops_lazelli","","","","","","","","","","","","","","","","",""
"Indotyphlops_leucomelas","","","","","","","","","","","","","","","","",""
"Indotyphlops_loveridgei","","","","","","","","","","","","","","","","",""
"Indotyphlops_madgemintonae","","","","","","","","","","","","","","","","",""
"Indotyphlops_malcolmi","","","","","","","","","","","","","","","","",""
"Indotyphlops_meszoelyi","","","","","","","","","","","","","","","","",""
"Indotyphlops_ozakiae","","","","","","","","","","","","","","","","",""
"Indotyphlops_pammeces","","","GU902378","GU902458","GU902551","","","","","","","GU902628","","","","GU902703",""
"Indotyphlops_porrectus","","","","","","","","","","","","","","","","",""
"Indotyphlops_pushpakumara","KC347337","KC347375","","","","","","KC347488","","","KC347510","","","","","KC347450",""
"Indotyphlops_schmutzi","","","","","","","","","","","","","","","","",""
"Indotyphlops_tenebrarum","","","","","","","","","","","","","","","","",""
"Indotyphlops_tenuicollis","","","","","","","","","","","","","","","","",""
"Indotyphlops_veddae","","","","","","","","","","","","","","","","",""
"Indotyphlops_violaceus","","","","","","","","","","","","","","","","",""
"Inyoka_swazicus","","","","","","DQ486180","","DQ486356","","","DQ486331","","","","","",""
"Ithycyphus_blanci","","","","","","","","","","","","","","","","",""
"Ithycyphus_goudoti","","","","","","","","","","","","","","","","",""
"Ithycyphus_miniatus","","AY188058","","","","AY187980","JQ909393","AY188019","","","","","","","","",""
"Ithycyphus_oursi","FJ404160","FJ404212","","","","FJ387212","JQ909394","FJ404309","","","FJ404361","","","","","","FJ404434"
"Ithycyphus_perineti","","","","","","","JQ909396","","","","","","","","","",""
"Karnsophis_siantaris","","","","","","","","","","","","","","","","",""
"Kolpophis_annandalei","","","","","","","","","","","","","","","","",""
"Kualatahan_pahangensis","","","","","","","","","","","","","","","","",""
"Lachesis_acrochorda","JN870187","JN870197","","","","","","JN870204","","","JN870212","","","","","",""
"Lachesis_melanocephala","","","","","","","","U96018","","","U96028","","","","","",""
"Lachesis_muta","AF057221","AF057268","","","","","","AY223604","","","U41885","","","JN880845","JN703071","",""
"Lachesis_stenophrys","AF057220","AF057267","","EU402644","EU402699","","","AY223603","","","U96026","","","","","",""
"Lampropeltis_abnorma","","","","","","","","KF216446","","","","KF215093","","KF215317","","",""
"Lampropeltis_alterna","","","","","","FJ627799","FJ627813","AF337129","FJ627822","FJ627846","AY739633","KF215107","","KF215330","","",""
"Lampropeltis_annulata","","","","","","","","KF216153","","","","KF215075","","KF215302","","",""
"Lampropeltis_californiae","","","","","","","","AF337079","","","","KF215022","","KF215236","","",""
"Lampropeltis_calligaster","","","","","","DQ902091","FJ627807","DQ902129","DQ902186","DQ902243","DQ902311","KF215015","","KF215240","","",""
"Lampropeltis_elapsoides","","","","","","FJ627795","FJ627811","AF337095","FJ627828","FJ627843","","KF215104","","KF215323","","",""
"Lampropeltis_extenuata","FJ623964","","","","","DQ902093","FJ627809","AF337107","DQ902187","DQ902245","AF138776","KF215005","","KF215231","","",""
"Lampropeltis_gentilis","","","","","","","","KF216312","","","","KF215059","","KF215315","","",""
"Lampropeltis_getula","AY122822","","","EU402645","EU402700","FJ627796","AY122738","FJ997848","","","AF138759","KF215000","","JN880846","HQ876362","EU402848",""
"Lampropeltis_holbrooki","","","","","","","","AF337069","","","DQ360481","KF215016","","KF215233","","",""
"Lampropeltis_knoblochi","","","","","","","","AF337143","","","AY497313","KF215007","","","","",""
"Lampropeltis_mexicana","FJ623962","","","","","FJ627800","FJ627814","KF216382","FJ627825","FJ627836","AF138760","KF214999","","KF215242","","",""
"Lampropeltis_micropholis","","","","","","","","KF216447","","","","KF215098","","KF215279","","",""
"Lampropeltis_nigra","","","","","","","","AF337153","","","DQ360483","KF215019","","KF215237","","",""
"Lampropeltis_polyzona","","","","","","","","KF216236","","","","KF215047","","KF215296","","",""
"Lampropeltis_pyromelana","FJ623961","","","","","FJ627794","FJ627810","JN034283","FJ627823","FJ627845","AF138761","KF215009","","JN034343","","",""
"Lampropeltis_ruthveni","AY122820","","","","","FJ627803","AY122736","AF337065","FJ627830","FJ627847","AY739641","KF215014","","KF215244","","",""
"Lampropeltis_splendida","","","","","","","","FJ997776","","","","KF215021","","KF215235","","",""
"Lampropeltis_triangulum","","","","","","","","KF216293","","","","KF215058","","KF215309","","",""
"Lampropeltis_webbi","","","","","","","","KF216371","","","AY497308","KF215008","","KF215229","","",""
"Lampropeltis_zonata","","","","","","FJ627802","","KF216207","","","AF136189","KF215018","","KF215224","","",""
"Lamprophis_abyssinicus","","","","","","","","","","","","","","","","",""
"Lamprophis_aurora","","","","","","HQ207101","","HQ207125","","","HQ207167","","","","","",""
"Lamprophis_erlangeri","","","","","","","","","","","","","","","","",""
"Lamprophis_fiskii","FJ404163","FJ404202","","","","DQ486178","","DQ486354","","","DQ486329","","","","","","FJ404437"
"Lamprophis_fuscus","","","","","","","","HQ207127","","","HQ207169","","","","","",""
"Lamprophis_geometricus","","","","","","","","","","","","","","","","",""
"Lamprophis_guttatus","FJ404166","AY611890","","","","DQ486179","","AY612072","","","DQ486330","","","","","","FJ404439"
"Langaha_alluaudi","","","","","","","","","","","","","","","","",""
"Langaha_madagascariensis","FJ404172","AY188059","","","","AY187981","JQ909397","AY188020","","","FJ404370","","","","","","FJ404445"
"Langaha_pseudoalluaudi","","","","","","","","","","","","","","","","",""
"Laticauda_colubrina","EU547089","EU547138","EF144004","EU402647","EU402702","EU366446","","EU547040","AY058953","AY058993","EU546998","FJ434091","","JN880849","EF144074","EU366433","EF144101"
"Laticauda_crockeri","","","","","","","","","","","","","","","","",""
"Laticauda_frontalis","","FJ587205","","","","FJ587156","","","","","FJ606515","","","FJ587129","","FJ587081",""
"Laticauda_guineai","","","","","","","","","","","FJ606516","","","","","",""
"Laticauda_laticaudata","D31608","FJ587203","","","","FJ587159","","AB701328","","","FJ606520","","","FJ587127","","FJ587083",""
"Laticauda_saintgironsi","","","","","","","","","","","FJ606501","","","","","",""
"Laticauda_schistorhynchus","","","","","","","","","","","","","","","","",""
"Laticauda_semifasciata","","","","","","","","AB701344","","","","","","","","",""
"Leioheterodon_geayi","","AY188060","","","","AY187982","JQ909398","AY188021","","","","","","","","",""
"Leioheterodon_madagascariensis","AF544768","AY188061","EF144006","JQ599034","","AF544685","JQ909399","AY188022","","","U49318","FJ434093","","","EF144076","AY487377","EF144103"
"Leioheterodon_modestus","","JF357951","","","","AY058933","JQ909400","AY058967","AY058954","AY059010","AY058978","","","","","",""
"Leiopython_meridionalis","","","","","","","","","","","","","","","","",""
"Leiopython_montanus","","","","","","","","","","","","","","","","",""
"Lemuriatyphlops_domerguei","","","","","","","","","","","","","","","","",""
"Lemuriatyphlops_microcephalus","","","","","","","JQ909607","","","","","","","","","",""
"Lemuriatyphlops_reuteri","","","","","","","","","","","","","","","","",""
"Leptodeira_annulata","GQ457806","GQ457746","EF144011","FJ433998","","AF544690","","FJ416713","","FJ416749","FJ416787","FJ434099","","","EF144081","AY487375","EF144108"
"Leptodeira_bakeri","","","","","","","","GQ334518","","","GQ334618","GQ334673","","","","",""
"Leptodeira_frenata","","","","","","","","EF078532","","","EF078580","","","","","",""
"Leptodeira_maculata","","","","","","","","GQ334524","","","GQ334623","GQ334674","","","","",""
"Leptodeira_nigrofasciata","","","","","","","","GQ334526","","","EF078581","GQ334681","","","","",""
"Leptodeira_polysticta","NC_013990","NC_013990","","","","","NC_013990","NC_013990","NC_013990","NC_013990","EU728590","GQ334679","","","","",""
"Leptodeira_punctata","","","","","","","","EF078530","","","EF078577","GQ334682","","","","",""
"Leptodeira_rubricata","","","","","","","","GQ334527","","","GQ334631","","","","","",""
"Leptodeira_septentrionalis","GU018148","GU018163","","","","","","KC176243","","EU728590","KC176255","FJ455188","","","","",""
"Leptodeira_splendida","","","","","","","","EF078521","","","EF078569","GQ334680","","","","",""
"Leptodeira_uribei","","","","","","","","EF078531","","","EF078579","","","","","",""
"Leptodrymus_pulcherrimus","KR814627","KR814649","","","","KR814666","","KR814687","","","KR814719","","","","","KR814746",""
"Leptophis_ahaetulla","HM565762","HM582222","","","","GQ927316","","GQ927321","","","","","","","","",""
